net,sta,lat,lon,dep,azi,dist
IU,YSS,46.9587,142.7604,150.0,2.65572774683,8954.02530389
IU,TIXI,71.6341,128.8667,40.0,6.72863226748,6140.87028489
IU,KBS,78.9154,11.9385,90.0,15.7007628953,3390.13768584
II,BORG,64.7474,-21.3268,110.0,22.4655636743,1507.39003414
II,TLY,51.6807,103.6438,579.0,26.7913592692,7760.00155726
IU,KEV,69.7565,27.0035,100.0,34.8502098806,3547.29922003
II,LVZ,67.8979,34.6514,630.0,37.8498970498,3870.09884444
II,ARTI,56.3879,58.3849,320.0,46.8690184934,5500.75133008
II,AAK,42.6375,74.4942,1633.1,49.8337393929,7393.88226935
IU,KONO,59.6491,9.5982,216.0,56.4290476345,2726.39208538
II,ABKT,37.9304,58.1189,678.0,63.6875079307,6862.32870716
II,ESK,55.3167,-3.205,242.0,69.506900539,1984.88979802
II,UOSS,24.9453,56.2042,284.4,74.4666865309,7815.77173869
G,ECH,48.216312,7.158961,580.0,83.4985304439,2883.29748113
G,CLF,48.025791,2.26,145.0,87.2868377371,2562.28388801
G,SSB,45.279,4.542,700.0,91.3914686228,2859.4919445
IU,AAE,9.0292,38.7656,2442.0,98.6674654014,8013.90153756
IU,NAI,-1.2739,36.8037,1692.0,106.586058884,8800.9357814
IU,TOL,39.8814,-4.048499,480.0,110.801032886,2644.8451241
G,EVO,38.532001,-8.013,0.0,118.749030891,2506.92732237
IU,LSZ,-15.2779,28.1882,1200.0,121.584063057,9554.50954289
G,EDA,3.778868,10.153427,140.0,127.772101322,6731.45163123
IU,KOWA,14.4967,-4.014,321.0,137.438338853,4968.88437316
IU,CASY,-66.2792,110.5354,10.0,141.38674087,17523.7989409
IU,TBT,28.6794,-17.9145,180.0,148.382253283,2956.81084019
G,MBO,14.392024,-16.955467,3.0,154.935331061,4492.11169931
II,CMLA,37.7637,-25.5243,429.0,156.662858689,1768.85718716
II,SACV,14.9702,-23.6085,387.0,164.65499526,4274.11846284
G,DRV,-66.664909,140.002075,40.0,169.490932546,18406.9512486
IU,QSPA,-89.9289,144.4382,2850.0,179.995561512,15851.136853
IU,RCBR,-5.8274,-35.9014,400.0,182.927518611,6489.93789188
IU,SBA,-77.8492,166.7572,50.0,189.451413637,17085.0231566
G,SPB,-23.592691,-47.426979,647.0,193.21188774,8560.5416358
IU,TRQA,-38.0568,-61.9787,540.0,202.266321323,10428.3469472
G,KOG,5.207,-52.731998,10.0,205.539142406,5555.53285889
IU,PTGA,-0.7308,-59.9666,237.0,211.976617873,6419.05654333
G,FDF,14.734971,-61.146311,467.0,220.633115808,4871.32554803
CU,ANWB,17.66853,-61.78557,39.0,223.27916026,4605.9975851
IU,SJG,18.1091,-66.15,420.0,229.080361578,4775.59066199
CU,GRTK,21.51149,-71.1327,12.0,237.589417678,4723.30440685
IU,BBSR,32.371299,-64.696299,30.0,240.46036857,3374.51980842
CU,TGUH,14.057,-87.273,1151.0,248.681463327,6375.23852162
IU,DWPF,28.1103,-81.4327,30.0,254.454795252,4779.05978702
G,WFM,42.611,-71.490997,87.0,263.712320776,3030.19169213
IU,SSPA,40.6358,-77.8876,270.0,266.188113742,3590.11007974
IU,CCM,38.0557,-91.2446,222.0,273.509727223,4670.28618959
IU,ANMO,34.94591,-106.4572,1820.0,281.390287941,5918.20508376
IU,TUC,32.3098,-110.7847,910.0,282.183833595,6409.47677589
IU,RSSD,44.1212,-104.0359,2090.0,288.981173739,5099.67585232
IU,XMAS,2.0448,-157.4457,20.0,299.545902552,12027.598876
II,FFC,54.725,-101.9783,338.0,301.301738894,4350.01308975
G,KIP,21.42,-158.0112,110.0,310.038179988,10215.586028
IU,JOHN,16.7329,-169.5292,2.0,317.561824696,11237.4254811
G,IVI,61.205808,-48.171178,15.0,322.534990017,1299.95328227
II,KDAK,57.7828,-152.5835,152.0,327.099358175,6579.24825199
IM,IL08,64.790298,-146.796906,505.0,330.198533005,5789.42465078
IU,SFJ,66.9967,-50.6156,365.0,336.048517317,1847.97043482
IM,ATTU,52.882099,173.164307,250.0,343.531982571,8043.6154597
II,ALE,82.5033,-62.35,60.0,352.930662539,3448.55323094
G,SEY,62.932999,152.373001,206.0,357.087614317,7171.86042935
