net,sta,lat,lon,dep,azi,dist
IU,TIXI,71.6341,128.8667,40.0,1.75152045141,9410.8696521
IU,KBS,78.9154,11.9385,90.0,10.7607634859,6747.23540668
II,BORG,64.7474,-21.3268,110.0,14.7131916285,4877.88231233
IU,KEV,69.7565,27.0035,100.0,22.0728608836,6873.74359873
II,LVZ,67.8979,34.6514,630.0,24.3411221569,7168.86787555
II,ESK,55.3167,-3.205,242.0,33.4605825777,4922.19443003
II,OBN,55.1146,36.5674,160.0,38.3034489867,7380.75215686
II,CMLA,37.7637,-25.5243,429.0,46.2863161545,2457.96860909
G,SSB3,45.278999,4.542,700.0,49.1845329382,5079.3109246
G,EVO,38.532001,-8.013,0.0,56.2702286408,3902.9048289
II,UOSS,24.9453,56.2042,284.4,62.5320215148,10020.8410133
II,RAYN,23.5225,45.5032,631.0,67.8714983328,9095.89063687
IU,TBT,28.6794,-17.9145,180.0,72.9329605827,2811.80416896
G,TAM,22.791491,5.52838,1410.0,80.424242175,5202.36374937
IU,FURI,8.8952,38.6798,2570.0,84.0112600782,9042.82449466
IU,KOWA,14.4967,-4.014,321.0,95.5377973004,4477.35837276
G,EDA,3.778868,10.153427,140.0,101.278559878,6374.09496326
G,MBO,14.392024,-16.955467,3.0,103.876384017,3181.51495749
II,SACV,14.9702,-23.6085,387.0,108.957598149,2504.07240187
IU,TSUM,-19.2022,17.5838,1260.0,119.12081716,8344.32603659
GT,LBTB,-25.0151,25.596649,1128.0,120.302863635,9383.67065649
II,SHEL,-15.9594,-5.7455,537.0,131.539363391,6174.70737722
II,ASCN,-7.9327,-14.3601,173.0,132.152841885,4884.53465296
G,TRIS,-37.0681,-12.3152,60.0,151.777730064,7587.78265964
IU,RCBR,-5.8274,-35.9014,400.0,160.961503778,3442.69913043
IU,CASY,-66.2792,110.5354,10.0,166.723247721,14993.1669538
II,HOPE,-54.2836,-36.4879,20.0,174.557370908,8694.7841489
G,SPB,-23.592691,-47.426979,647.0,182.287410724,5247.03116669
II,EFI,-51.6753,-58.0637,110.0,187.961346878,8448.82024952
IU,TRQA,-38.0568,-61.9787,540.0,194.414382891,7057.90156783
G,KOG,5.207,-52.731998,10.0,201.502054688,2194.88131435
IU,SAML,-8.9489,-63.1831,120.0,209.891396808,4096.73600486
IU,PTGA,-0.7308,-59.9666,237.0,211.802674613,3127.11251143
II,NNA,-11.9875,-76.8422,575.0,224.064935119,5218.53907168
CU,BBGH,13.1434,-59.5588,180.0,233.747906957,1885.6192633
CU,GRGR,12.1324,-61.654,195.0,235.519408204,2131.7948089
G,FDF,14.734971,-61.146311,467.0,241.220840875,1915.302897
CU,ANWB,17.66853,-61.78557,39.0,251.094434938,1815.60480418
IU,SJG,18.1091,-66.15,420.0,257.462253737,2225.54345184
CU,SDDR,18.9821,-71.2878,589.0,263.623535673,2712.55382565
CU,GRTK,21.51149,-71.1327,12.0,269.565134807,2632.95020927
IU,TEIG,20.2263,-88.2763,40.0,273.444833499,4408.14472238
IU,XMAS,2.0448,-157.4457,20.0,281.26539482,12134.5634246
IU,DWPF,28.1103,-81.4327,30.0,285.391271738,3607.57144741
IU,HKT,29.96478,-95.83812,69.0,289.275899234,4999.33535646
IU,WVT,36.1297,-87.83,170.0,298.691684969,4261.23790558
IU,BBSR,32.371299,-64.696299,30.0,301.148497007,2098.90298457
IU,SSPA,40.6358,-77.8876,270.0,309.617308734,3539.96535508
IU,HRV,42.5064,-71.5583,200.0,317.254867688,3165.26862341
II,FFC,54.725,-101.9783,338.0,322.013874692,5736.2316223
II,KDAK,57.7828,-152.5835,152.0,328.608289296,8746.72885879
IM,IL08,64.790298,-146.796906,505.0,334.070563553,8149.37708719
IM,ATTU,52.882099,173.164307,250.0,337.659975149,10721.4253654
IU,PET,53.0233,158.6499,110.0,345.461028054,11177.1588839
IU,BILL,68.0653,166.4531,320.0,348.509551128,9484.13887863
G,IVI,61.205808,-48.171178,15.0,357.954477476,4159.9689286
