net,sta,lat,lon,dep,azi,dist
IU,KBS,78.9154,11.9385,90.0,4.95047352478,10245.1392806
G,EVO,38.532001,-8.013,0.0,6.64752539146,5662.45048737
G,SSB2,45.278999,4.542,700.0,15.5204385913,6655.20086132
IU,KOWA,14.4967,-4.014,321.0,21.8312989633,3179.32598932
G,TAM,22.791491,5.52838,1410.0,29.5843834877,4453.71743166
II,ARTI,56.3879,58.3849,320.0,32.078581121,10111.9435419
IU,ANTO,39.868,32.7934,1090.0,37.6387271933,7565.03519458
IU,GNI,40.148,44.741,1609.0,42.846005654,8424.3045246
II,ABKT,37.9304,58.1189,678.0,49.3323092363,9371.31553278
G,EDA,3.778868,10.153427,140.0,58.6055509144,3261.32511661
G,BNG,4.435,18.547001,378.0,65.2824154337,4104.77415907
IU,MSKU,-1.6557,13.6116,312.0,71.5642850376,3324.58261981
G,HYB,17.41867,78.55213,510.0,73.6464589948,10745.6410719
II,MBAR,-0.6019,30.7382,1390.0,79.044383355,5166.80045269
II,PALK,7.2728,80.7022,460.0,84.0540551477,10759.5594993
II,MSEY,-4.6737,55.4792,475.0,90.5086688295,7742.9162836
IU,LSZ,-15.2779,28.1882,1200.0,99.2781474636,4631.3923759
IU,TSUM,-19.2022,17.5838,1260.0,106.729328247,3527.40792907
G,FOMA,-24.97565,46.978877,28.0,111.874354472,6596.00105876
II,SHEL,-15.9594,-5.7455,537.0,114.308495424,1039.52800678
II,SUR,-32.3797,20.8117,1770.0,127.498301092,4243.26121237
G,CRZF,-46.43096,51.855308,140.0,135.688412227,7230.05293009
G,PAF,-49.351,70.210708,17.0,138.248142905,8610.8386315
IU,CTAO,-20.08765,146.24998,367.0,149.756171064,15865.3476483
IU,CASY,-66.2792,110.5354,10.0,160.747334055,10220.9291174
II,TAU,-42.9099,147.3204,132.0,164.413065133,13626.6263216
G,CCD,-75.1065,123.305,3240.0,170.053526488,9896.34608701
G,TRIS,-37.0681,-12.3152,60.0,175.660129282,2759.13240794
IU,SPA,-90.0,0.0,2927.0,180.0,8647.64581129
IU,SNZO,-41.3087,174.7043,120.0,188.570188519,13998.9159265
II,HOPE,-54.2836,-36.4879,20.0,197.874704076,5044.83798215
IU,PMSA,-64.7744,-64.0489,40.0,201.508885371,6940.59038768
II,KWAJ,8.8019,167.613,0.0,209.033617327,19561.4188821
II,EFI,-51.6753,-58.0637,110.0,212.56393756,5855.12967125
IU,AFI,-13.9085,-171.7827,706.0,221.2289652,16183.9575486
G,COYC,-45.57299,-72.08139,235.0,223.803641456,6532.00571315
IU,TRQA,-38.0568,-61.9787,540.0,229.952541167,5486.53301088
G,PEL,-33.143607,-70.67494,700.0,238.045347761,6128.85237117
G,SPB,-23.592691,-47.426979,647.0,245.482122067,3687.38151634
IU,LVC,-22.6127,-68.9111,2960.0,250.833783547,5853.03872958
G,ICC,-20.284,-70.035004,950.0,253.745028904,5967.15327928
II,NNA,-11.9875,-76.8422,575.0,262.988721865,6759.92044953
IU,SAML,-8.9489,-63.1831,120.0,268.934332221,5323.51393159
IU,PAYG,-0.6742,-90.2861,270.0,272.354482633,8446.19813719
IU,PTGA,-0.7308,-59.9666,237.0,280.767628391,5167.82913176
IU,RCBR,-5.8274,-35.9014,400.0,284.967940571,2446.65539883
G,CAY,4.948,-52.317001,25.0,292.269445831,4587.51956456
CU,BBGH,13.1434,-59.5588,180.0,297.995043537,5703.32632508
CU,ANWB,17.66853,-61.78557,39.0,301.659801749,6152.01075477
IU,WCI,38.2289,-86.2939,210.0,311.22875795,9300.21479597
IU,BBSR,32.371299,-64.696299,30.0,314.387799362,7264.48388156
IU,HRV,42.5064,-71.5583,200.0,320.187038538,8388.90417967
II,FFC,54.725,-101.9783,338.0,324.213993936,10942.4194177
II,KDAK,57.7828,-152.5835,152.0,334.340640444,13844.4564195
II,SACV,14.9702,-23.6085,387.0,341.473941414,3169.92223372
G,IVI,61.205808,-48.171178,15.0,344.123812772,8662.46076447
II,CMLA,37.7637,-25.5243,429.0,348.816743479,5652.17842485
G,MBO,14.392024,-16.955467,3.0,354.871061893,2957.5626517
