net,sta,lat,lon,dep,azi,dist
G,AGD,11.529,42.824001,450.0,0.3971508756,5915.60506376
II,ABPO,-19.018,47.229,1528.0,11.4441918382,2576.10391072
G,FOMA,-24.97565,46.978877,28.0,13.8069256772,1922.05213549
II,MSEY,-4.6737,55.4792,475.0,20.9316997807,4320.75389106
II,NIL,33.6506,73.2686,629.0,25.6768548259,8937.41043532
G,RER,-21.1712,55.739861,834.0,32.4487940672,2612.47968412
G,HYB,17.41867,78.55213,510.0,37.4126524594,7541.34017208
G,ROCAM,-19.75553,63.37014,52.0,45.0997148253,3146.40003906
IU,CHTO,18.8141,98.9443,420.0,53.4013752485,8876.1847258
IC,SSE,31.0948,121.1908,40.0,59.5774724459,11404.2076347
IC,QIZ,19.0291,109.8445,240.0,61.0612879213,9654.47544148
MS,BTDF,1.3617,103.775002,57.0,69.0450878492,7781.17769123
II,COCO,-12.1901,96.8349,1.0,74.421166721,6182.71259748
IU,DAV,7.0697,125.5791,151.0,80.2920526216,9962.24258309
II,KAPI,-5.0142,119.7517,300.0,85.3304471868,8585.0617207
G,AIS,-37.796349,77.569183,35.9,93.0904373529,3014.3200916
IU,MBWA,-21.159,119.7313,190.0,98.2846379163,7435.65526464
IU,NWAO,-32.9277,117.239,380.0,107.653777676,6482.24060543
II,KWAJ,8.8019,167.613,0.0,108.398397259,13536.3369875
IU,CTAO,-20.08765,146.24998,367.0,114.012755894,9620.18997559
G,PAF,-49.351,70.210708,17.0,120.598331556,2298.18348094
II,TAU,-42.9099,147.3204,132.0,131.760337554,7984.98131026
II,MSVF,-17.7448,178.0528,801.1,135.698931521,11983.6622274
IU,AFI,-13.9085,-171.7827,706.0,142.693445537,12901.4515768
IU,CASY,-66.2792,110.5354,10.0,147.243639825,4867.43863311
G,DRV,-66.664909,140.002075,40.0,151.29089144,6123.81880079
G,CCD,-75.1065,123.305,3240.0,159.827941122,5291.72876948
GT,VNDA,-77.517273,161.852753,121.1,166.689293435,6135.31269447
IU,QSPA,-89.9289,144.4382,2850.0,179.906388911,5363.08306397
IU,SPA,-90.0,0.0,2927.0,180.0,5361.43608102
IU,PTCN,-25.0713,-130.0953,220.0,187.247005451,12550.5916752
IU,PMSA,-64.7744,-64.0489,40.0,208.462082094,6588.3726004
G,COYC,-45.57299,-72.08139,235.0,221.232979081,8352.71241944
II,HOPE,-54.2836,-36.4879,20.0,227.270278148,5720.31937545
IU,TRQA,-38.0568,-61.9787,540.0,232.22196736,8318.12022709
IU,LVC,-22.6127,-68.9111,2960.0,239.171380001,9987.25492311
G,ICC,-20.284,-70.035004,950.0,240.013956459,10254.1983077
G,SPB,-23.592691,-47.426979,647.0,251.960767791,8292.67846187
G,TRIS,-37.0681,-12.3152,60.0,257.721905253,4666.04947139
IU,PTGA,-0.7308,-59.9666,237.0,260.905952182,10987.247012
CU,GRGR,12.1324,-61.654,195.0,269.62407834,12071.6508282
IU,RCBR,-5.8274,-35.9014,400.0,273.269069309,8620.4417481
IU,WCI,38.2289,-86.2939,210.0,281.972584212,15699.1892286
II,SHEL,-15.9594,-5.7455,537.0,287.136355236,5416.17607545
II,SUR,-32.3797,20.8117,1770.0,291.798522684,2188.5944915
II,SACV,14.9702,-23.6085,387.0,297.006034413,9238.05869978
G,SOK,14.494418,-16.456223,70.9,301.896843518,8682.25353471
IU,TSUM,-19.2022,17.5838,1260.0,309.292304216,3445.26725898
GT,LBTB,-25.0151,25.596649,1128.0,314.959013499,2435.13423767
IU,MSKU,-1.6557,13.6116,312.0,319.233436354,5311.61648115
G,BNG,4.435,18.547001,378.0,328.586049512,5676.14079091
IU,LSZ,-15.2779,28.1882,1200.0,330.770978736,3255.36448768
II,BFO,48.3301,8.3296,638.0,337.889763063,10544.3935403
II,MBAR,-0.6019,30.7382,1390.0,342.409878896,4723.91280648
IU,NAI,-1.2739,36.8037,1692.0,351.251780279,4535.76289749
IU,FURI,8.8952,38.6798,2570.0,355.11262967,5637.70953273
