net,sta,lat,lon,dep,azi,dist
II,FFC,54.725,-101.9783,338.0,1.22125791838,5139.51287308
IU,KBS,78.9154,11.9385,90.0,10.0455095878,9616.83512182
IU,HKT,29.96478,-95.83812,69.0,17.4969402738,2517.55957848
G,UNM,19.329662,-99.178062,2280.0,20.6411888974,1296.07500551
IU,WVT,36.1297,-87.83,170.0,25.0437398537,3458.3634681
IU,SSPA,40.6358,-77.8876,270.0,31.2201728296,4379.23230263
G,CLF,48.025791,2.26,145.0,40.239544082,10470.5146109
IU,DWPF,28.1103,-81.4327,30.0,43.8759120293,3182.42806265
IU,TEIG,20.2263,-88.2763,40.0,49.7678450231,2096.9984267
G,AGD,11.529,42.824001,450.0,59.5226890068,15697.4203156
CU,GTBY,19.9268,-75.1108,79.0,64.3008354166,3312.11524131
CU,TGUH,14.057,-87.273,1151.0,69.0865268623,1878.30250256
CU,ANWB,17.66853,-61.78557,39.0,72.8701428951,4628.63805675
II,JTS,10.2908,-84.9525,340.0,82.6719454694,2047.84376644
CU,BCIP,9.1665,-79.8373,61.0,86.3293775699,2604.35339387
IU,BOCO,4.5869,-74.0432,3160.0,95.5065661678,3284.30751293
IU,PTGA,-0.7308,-59.9666,237.0,99.6864717511,4933.99494898
IU,OTAV,0.2376,-78.4508,3510.0,106.738129657,2921.04003102
IU,SAML,-8.9489,-63.1831,120.0,112.298029644,4865.01470109
GT,LBTB,-25.0151,25.596649,1128.0,115.463182448,14337.3839784
IU,PAYG,-0.6742,-90.2861,270.0,123.765150847,1776.59478807
II,NNA,-11.9875,-76.8422,575.0,127.02069376,3713.17606172
IU,LVC,-22.6127,-68.9111,2960.0,132.975177758,5097.67397743
IU,LCO,-29.011,-70.7005,2274.0,140.927265279,5433.2839897
G,PEL,-33.143607,-70.67494,700.0,144.643787362,5763.26737455
G,COYC,-45.57299,-72.08139,235.0,155.1844714,6750.62545169
IU,PMSA,-64.7744,-64.0489,40.0,163.903151269,8749.82688185
G,PAF,-49.351,70.210708,17.0,173.819503946,15426.7122943
IU,SPA,-90.0,0.0,2927.0,180.0,10930.8561899
II,RPN,-27.1267,-109.3344,110.0,188.916050719,3980.67097549
IU,SBA,-77.8492,166.7572,50.0,192.31647182,10904.4702706
G,DRV,-66.664909,140.002075,40.0,201.929084021,12004.755778
IU,PTCN,-25.0713,-130.0953,220.0,217.207504222,4693.44886364
II,TAU,-42.9099,147.3204,132.0,227.366167995,12203.692688
IU,SNZO,-41.3087,174.7043,120.0,228.158457071,9943.50341729
IU,RAO,-29.245,-177.929,60.0,238.515141361,8981.342213
G,TAOE,-8.85492,-140.14775,800.0,245.702625268,4489.73821946
II,MSVF,-17.7448,178.0528,801.1,250.666622859,9090.60606878
IU,AFI,-13.9085,-171.7827,706.0,252.268505712,7935.06638446
IU,KNTN,-2.7744,-171.7186,20.0,263.785711355,7671.53369419
IU,XMAS,2.0448,-157.4457,20.0,266.460465483,6016.44995228
IU,TARA,1.3549,172.9229,20.0,270.445719822,9289.30009305
II,KWAJ,8.8019,167.613,0.0,278.564295769,9755.65891722
IU,JOHN,16.7329,-169.5292,2.0,284.563114887,7205.62144664
IU,POHA,19.7573,-155.5326,1990.0,288.535555596,5735.21521292
IU,MIDW,28.2156,-177.3698,20.0,296.958688076,7999.12834698
H2,H2O,27.88191,-141.99173,-4947.0,303.173107741,4578.73757332
G,INU,35.35,137.029,132.0,311.628209309,12045.8817358
II,ERM,42.015,143.1572,40.0,315.922551163,11259.8767165
IU,ADK,51.8823,-176.6842,130.0,321.744457967,8124.45475088
IC,BJT,40.0183,116.1679,197.0,325.954830952,13278.760143
TS,PAS,34.14844,-118.17117,314.0,334.310762432,3223.18405443
IU,SLBS,23.6858,-109.9443,825.0,338.639938414,1825.79288774
IU,TUC,32.3098,-110.7847,910.0,345.136653671,2752.23236835
IM,PD13,42.7551,-109.549698,2337.0,352.154633393,3852.37704
IM,TX06,29.319,-103.681999,939.5,359.552784399,2315.81454029
