net,sta,lat,lon,dep,azi,dist
IU,TATO,24.9735,121.4971,160.0,1.02085357145,8247.76095195
IU,DAV,7.0697,125.5791,151.0,6.15493911208,6285.79834618
G,INU,35.35,137.029,132.0,13.5704127335,9539.70697689
IU,PET,53.0233,158.6499,110.0,23.0532678681,11917.8222267
II,WRAB,-19.9336,134.36,366.0,25.7115623689,3505.79755512
IM,ATTU,52.882099,173.164307,250.0,31.221870943,12384.046003
IU,PMG,-9.4047,147.1597,90.0,38.3410122419,5088.98707566
IU,CTAO,-20.08765,146.24998,367.0,44.4048409617,3986.62755197
IU,HNR,-9.4387,159.9475,100.0,53.2068626252,5750.03256728
IU,TARA,1.3549,172.9229,20.0,59.076157421,7533.61468947
G,SANVU,-15.447148,167.203232,56.0,65.0516523556,5655.26285077
G,CAN,-35.318714,148.996323,700.0,66.6595152703,2803.80816383
II,MSVF,-17.7448,178.0528,801.1,76.8571997126,6202.4354141
II,TAU,-42.9099,147.3204,132.0,80.7536160502,2187.49298697
TS,PAS,34.14844,-118.17117,314.0,87.242366047,15002.2553723
IU,RAO,-29.245,-177.929,60.0,90.2619030977,5588.44120458
IU,SNZO,-41.3087,174.7043,120.0,98.9348584141,4250.2697494
G,TAOE,-8.85492,-140.14775,800.0,103.021430588,9940.77622484
IU,HKT,29.96478,-95.83812,69.0,112.275819358,16282.9978412
AU,MCQ,-54.4986,158.9561,14.0,116.864303348,2669.64930595
IU,PTCN,-25.0713,-130.0953,220.0,120.676922926,9220.96268756
IU,TEIG,20.2263,-88.2763,40.0,131.956177794,15888.4041958
II,RPN,-27.1267,-109.3344,110.0,137.257332993,10199.4709564
IU,PAYG,-0.6742,-90.2861,270.0,142.471797937,13723.3192091
G,HDC,10.00201,-84.11142,1186.0,144.455712078,15077.1943428
IU,OTAV,0.2376,-78.4508,3510.0,155.825910638,14258.7150297
G,DRV,-66.664909,140.002075,40.0,156.950751901,2213.21420217
GT,VNDA,-77.517273,161.852753,121.1,164.33749543,3573.51570412
G,COYC,-45.57299,-72.08139,235.0,171.251082268,9402.25743534
G,CCD,-75.1065,123.305,3240.0,178.281721717,2858.02017637
IU,SPA,-90.0,0.0,2927.0,180.0,4518.02095205
G,SPB,-23.592691,-47.426979,647.0,191.560573335,11821.0438735
IU,CASY,-66.2792,110.5354,10.0,193.268493918,1954.14546987
IU,RCBR,-5.8274,-35.9014,400.0,207.675244431,13463.2356474
G,TRIS,-37.0681,-12.3152,60.0,216.081302577,9350.88446838
II,SHEL,-15.9594,-5.7455,537.0,231.740153872,11043.692831
G,MBO,14.392024,-16.955467,3.0,239.671765648,14533.0084412
II,SUR,-32.3797,20.8117,1770.0,241.290180894,7980.00019575
G,PAF,-49.351,70.210708,17.0,250.636763411,3573.66069551
IU,MSKU,-1.6557,13.6116,312.0,255.858837363,11074.2983075
IU,LSZ,-15.2779,28.1882,1200.0,258.186679399,8891.00854272
G,FOMA,-24.97565,46.978877,28.0,264.792757991,6764.25403492
G,AIS,-37.796349,77.569183,35.9,274.440037836,3635.14209074
IU,FURI,8.8952,38.6798,2570.0,281.868309637,10163.0768811
G,RODM,-19.696196,63.44128,300.0,282.119038443,5995.42598007
G,SSB2,45.278999,4.542,700.0,289.641224247,15299.8334351
II,DGAR,-7.4121,72.4525,1.0,299.613170904,6448.4536002
II,UOSS,24.9453,56.2042,284.4,304.942252567,10398.3126078
IU,GNI,40.148,44.741,1609.0,307.066154821,12381.4960888
II,PALK,7.2728,80.7022,460.0,316.124089254,7373.07447717
G,HYB,17.41867,78.55213,510.0,318.947752685,8480.46934266
II,COCO,-12.1901,96.8349,1.0,324.175509662,4668.38976744
IC,LSA,29.7031,91.127,3660.0,334.575947296,9239.38924959
MS,BTDF,1.3617,103.775002,57.0,338.865905997,5856.4166618
IC,KMI,25.1233,102.74,1975.0,343.494227438,8447.7422815
IU,NWAO,-32.9277,117.239,380.0,350.667895439,1857.97793479
IU,MBWA,-21.159,119.7313,190.0,358.648780862,3143.84913654
