net,sta,lat,lon,dep,azi,dist
IU,TBT,28.6794,-17.9145,180.0,4.88067751329,3219.65111601
IU,MACI,28.2502,-16.508199,1674.0,7.54037339156,3189.36961605
G,MBO,14.392024,-16.955467,3.0,13.7335960743,1673.76407969
IU,PAB,39.5446,-4.3499,950.0,18.7233518737,4712.29604511
IU,GRFO,49.6909,11.2203,384.0,24.1369166872,6315.96121369
IU,KIEV,50.7012,29.2242,180.0,32.0805996036,7344.7121537
II,BRVK,53.0581,70.2828,330.0,37.0319976367,10093.7226238
IU,KOWA,14.4967,-4.014,321.0,47.4697750444,2452.65073897
II,ABKT,37.9304,58.1189,678.0,51.6050584556,9043.53866344
IU,KBL,34.5408,69.0432,1920.0,55.5489509651,9999.39316083
II,RAYN,23.5225,45.5032,631.0,64.5445249175,7601.42522484
IU,CHTO,18.8141,98.9443,420.0,68.7567549754,13126.957074
G,AGD,11.529,42.824001,450.0,77.0754250718,7130.7124607
G,EDA,3.778868,10.153427,140.0,82.1945986902,3450.72874685
MS,BTDF,1.3617,103.775002,57.0,88.5551801811,13845.0194625
IU,MSKU,-1.6557,13.6116,312.0,92.4876026857,3810.71068651
II,DGAR,-7.4121,72.4525,1.0,97.4173001782,10351.1776306
II,COCO,-12.1901,96.8349,1.0,103.830099946,12989.9772396
IU,LSZ,-15.2779,28.1882,1200.0,109.618895046,5611.79560834
IU,TSUM,-19.2022,17.5838,1260.0,118.958268576,4661.62084319
GT,LBTB,-25.0151,25.596649,1128.0,122.531486538,5668.92639429
G,AIS,-37.796349,77.569183,35.9,128.031435211,10710.5383013
II,SHEL,-15.9594,-5.7455,537.0,137.429145856,2379.4639889
II,ASCN,-7.9327,-14.3601,173.0,140.794575705,1091.6542643
IU,CTAO,-20.08765,146.24998,367.0,148.902722543,17340.5997496
IU,CASY,-66.2792,110.5354,10.0,161.685770798,11685.1844688
II,TAU,-42.9099,147.3204,132.0,167.437649109,15069.5407242
G,TRIS,-37.0681,-12.3152,60.0,169.061687098,4159.35447087
IU,QSPA,-89.9289,144.4382,2850.0,179.981581978,9976.46565933
IU,SPA,-90.0,0.0,2927.0,180.0,9968.79344352
II,HOPE,-54.2836,-36.4879,20.0,191.235826799,6159.41329582
IU,SNZO,-41.3087,174.7043,120.0,196.54966788,15146.8026053
IU,PMSA,-64.7744,-64.0489,40.0,198.061623571,7960.17280281
II,EFI,-51.6753,-58.0637,110.0,205.87255355,6686.20846927
IU,RAO,-29.245,-177.929,60.0,214.100802465,15952.6540429
IU,TRQA,-38.0568,-61.9787,540.0,220.478745289,5947.19476924
G,SPB,-23.592691,-47.426979,647.0,226.427209603,3878.00656679
G,PEL,-33.143607,-70.67494,700.0,229.887883958,6368.35936534
IU,LCO,-29.011,-70.7005,2274.0,234.454311846,6192.31166815
IU,LVC,-22.6127,-68.9111,2960.0,241.191548757,5780.38768235
IU,RCBR,-5.8274,-35.9014,400.0,249.939066711,1806.77225346
IU,SAML,-8.9489,-63.1831,120.0,257.28357325,4815.59122822
G,TAOE,-8.85492,-140.14775,800.0,259.674754183,13258.8186942
IU,PTGA,-0.7308,-59.9666,237.0,269.217635093,4382.33499535
IU,BOCO,4.5869,-74.0432,3160.0,275.889515402,5967.49611335
G,CAY,4.948,-52.317001,25.0,279.761549625,3573.94877248
CU,TGUH,14.057,-87.273,1151.0,285.298294012,7511.211716
CU,BBGH,13.1434,-59.5588,180.0,290.582375816,4548.30028269
CU,ANWB,17.66853,-61.78557,39.0,295.95467823,4928.63216217
IU,DWPF,28.1103,-81.4327,30.0,301.445206855,7195.24646473
IU,WCI,38.2289,-86.2939,210.0,310.779691849,7930.5220426
IU,BBSR,32.371299,-64.696299,30.0,312.337667849,5872.78250077
IU,HRV,42.5064,-71.5583,200.0,319.673257783,6949.58037484
II,FFC,54.725,-101.9783,338.0,324.943686663,9480.55232697
II,KDAK,57.7828,-152.5835,152.0,334.832735718,12366.3710843
IM,IL08,64.790298,-146.796906,505.0,339.136260269,11661.3239808
G,IVI,61.205808,-48.171178,15.0,345.691178742,7214.30261875
II,SACV,14.9702,-23.6085,387.0,349.031932147,1721.02452227
II,BORG,64.7474,-21.3268,110.0,359.656264678,7216.59154485
