net,sta,lat,lon,dep,azi,dist
IU,KBL,34.5408,69.0432,1920.0,1.25289356325,4161.08642345
II,NIL,33.6506,73.2686,629.0,7.17147605611,4097.09696602
IU,MAKZ,46.808,81.977,600.0,12.1893961321,5687.36775271
IC,WMQ,43.8138,87.7049,850.0,18.4946007407,5546.77518239
G,HYB,17.41867,78.55213,510.0,26.5034138061,2536.43660024
IC,LSA,29.7031,91.127,3660.0,32.4516485759,4374.75406547
IC,BJT,40.0183,116.1679,197.0,40.55379855,6829.89429631
IC,ENH,30.2762,109.4944,500.0,46.8738299796,5736.92648713
II,PALK,7.2728,80.7022,460.0,50.7396928536,1803.9727289
HK,HKPS,22.277599,114.141502,196.3,58.3675695056,5732.75928723
IC,QIZ,19.0291,109.8445,240.0,60.1690179556,5178.73487902
IU,WAKE,19.2834,166.652,20.0,71.0080464567,11023.9331305
IU,GUMO,13.5893,144.8684,170.0,75.4732092679,8666.80953913
MS,BTDF,1.3617,103.775002,57.0,83.5041078165,3997.31066036
IU,TARA,1.3549,172.9229,20.0,89.4233027701,11671.7933819
II,KAPI,-5.0142,119.7517,300.0,93.9758203155,5736.19729129
IU,PMG,-9.4047,147.1597,90.0,98.9657399267,8760.47709916
G,SANVU,-15.447148,167.203232,56.0,106.040681015,10900.2663054
II,COCO,-12.1901,96.8349,1.0,109.290673017,3322.07231692
IU,MBWA,-21.159,119.7313,190.0,114.166207026,5931.1537584
G,CAN,-35.318714,148.996323,700.0,125.202295533,8989.75119509
IU,NWAO,-32.9277,117.239,380.0,128.838230667,6083.96546848
II,TAU,-42.9099,147.3204,132.0,132.963996241,8901.32134376
AU,MCQ,-54.4986,158.9561,14.0,144.391841887,9788.25599594
G,DRV,-66.664909,140.002075,40.0,157.454593537,8903.6424726
G,AIS,-37.796349,77.569183,35.9,167.117396636,3967.47912435
G,PAF,-49.351,70.210708,17.0,178.107799648,5136.18494702
IU,SPA,-90.0,0.0,2927.0,180.0,9665.650899
G,RODM,-19.696196,63.44128,300.0,195.089454521,1911.38104836
IU,PMSA,-64.7744,-64.0489,40.0,199.003854075,11541.8673864
G,RER,-21.1712,55.739861,834.0,212.795295113,2412.88351265
G,FOMA,-24.97565,46.978877,28.0,221.128245879,3320.82682709
IU,TRQA,-38.0568,-61.9787,540.0,223.125565912,13163.9308637
II,ABPO,-19.018,47.229,1528.0,230.615592551,2880.27587941
GT,LBTB,-25.0151,25.596649,1128.0,237.871825817,5161.56496599
G,SPB,-23.592691,-47.426979,647.0,243.033607868,12458.9187015
IU,LSZ,-15.2779,28.1882,1200.0,250.22648571,4582.04246115
II,SHEL,-15.9594,-5.7455,537.0,254.311150127,8198.73159775
II,MSEY,-4.6737,55.4792,475.0,262.278172328,1415.6259297
IU,PTGA,-0.7308,-59.9666,237.0,266.662580072,14245.7298304
IU,KMBO,-1.1271,37.2525,1950.0,272.865706855,3440.33180903
G,BNG,4.435,18.547001,378.0,278.302839602,5575.82790779
IU,KOWA,14.4967,-4.014,321.0,286.00339856,8184.12531513
IU,AAE,9.0292,38.7656,2442.0,292.551939596,3520.12398955
G,TAM,22.791491,5.52838,1410.0,296.446145664,7365.55329125
G,ATD,11.530725,42.846634,610.0,300.355847704,3228.94982161
IU,TOL,39.8814,-4.048499,480.0,311.650650235,8719.02395584
IU,DWPF,28.1103,-81.4327,30.0,314.089817063,15763.265929
II,RAYN,23.5225,45.5032,631.0,321.329609179,3827.89519693
IU,ANTO,39.868,32.7934,1090.0,326.455525192,5964.13325804
IU,GNI,40.148,44.741,1609.0,335.864816826,5344.12744164
II,UOSS,24.9453,56.2042,284.4,338.076764847,3353.51599627
II,LVZ,67.8979,34.6514,630.0,347.517725026,8288.85218071
II,ABKT,37.9304,58.1189,678.0,348.115940882,4652.05228654
II,ALE,82.5033,-62.35,60.0,354.23299028,10879.3122778
