net,sta,lat,lon,dep,azi,dist
IU,ANMO,34.94591,-106.4572,1820.0,3.01911378838,4871.21125515
IM,TX06,29.319,-103.681999,939.5,7.47974405276,4278.10958711
IU,HKT,29.96478,-95.83812,69.0,17.6145476839,4536.04065269
G,UNM,19.329662,-99.178062,2280.0,18.9319504602,3313.51034695
IU,SSPA,40.6358,-77.8876,270.0,27.9047509433,6356.33304034
IU,TEIG,20.2263,-88.2763,40.0,34.9177406568,3950.09997943
G,CLF,48.025791,2.26,145.0,41.8930678914,12326.4665707
CU,TGUH,14.057,-87.273,1151.0,43.5040699887,3501.60146686
II,JTS,10.2908,-84.9525,340.0,51.8542939408,3412.97821165
CU,BCIP,9.1665,-79.8373,61.0,58.8966863248,3806.10607001
G,FDFM,14.73493,-61.159728,320.0,63.9502958772,5896.2433407
IU,PAYG,-0.6742,-90.2861,270.0,67.0886080557,2269.11039655
IU,OTAV,0.2376,-78.4508,3510.0,74.8304815008,3537.57242891
IU,PTGA,-0.7308,-59.9666,237.0,83.2693503782,5509.11058625
IU,FURI,8.8952,38.6798,2570.0,87.6545438554,16483.4202518
IU,SAML,-8.9489,-63.1831,120.0,93.7121674347,5034.80456503
II,NNA,-11.9875,-76.8422,575.0,98.2270202916,3533.77118108
IU,NAI,-1.2739,36.8037,1692.0,105.265477652,16075.2610349
G,ICC,-20.284,-70.035004,950.0,111.063263301,4366.26801406
IU,LVC,-22.6127,-68.9111,2960.0,114.260592472,4533.1299526
IU,LCO,-29.011,-70.7005,2274.0,124.295871192,4568.90339449
G,PEL,-33.143607,-70.67494,700.0,129.951145024,4752.47995073
IU,TRQA,-38.0568,-61.9787,540.0,132.197133683,5692.52593778
II,ABPO,-19.018,47.229,1528.0,140.455985996,15966.4277228
G,COYC,-45.57299,-72.08139,235.0,145.621985668,5371.35205222
G,RER,-21.1712,55.739861,834.0,153.981055566,16279.0260051
IU,PMSA,-64.7744,-64.0489,40.0,160.334933616,7103.27342883
G,CRZF,-46.43096,51.855308,140.0,164.576408186,13578.0935685
G,PAF,-49.351,70.210708,17.0,179.397315795,13539.5612706
II,RPN,-27.1267,-109.3344,110.0,180.962520521,2006.72781099
G,CCD,-75.1065,123.305,3240.0,191.762211024,10038.2262383
IU,SBA,-77.8492,166.7572,50.0,192.318104893,8894.82164312
G,DRV,-66.664909,140.002075,40.0,201.751258359,9991.37578357
AU,MCQ,-54.4986,158.9561,14.0,215.788544698,9331.06010913
II,TAU,-42.9099,147.3204,132.0,225.539731116,10429.9532356
IU,PTCN,-25.0713,-130.0953,220.0,228.877316205,2856.66545257
IU,MBWA,-21.159,119.7313,190.0,237.051175088,13741.8566858
IU,RAO,-29.245,-177.929,60.0,242.055446327,7488.11849986
IU,RAR,-21.2125,-159.7733,28.0,249.919145331,5597.65388476
G,PPTF,-17.5896,-149.565247,705.0,253.440669983,4487.29830906
IU,AFI,-13.9085,-171.7827,706.0,259.013173276,6854.50214395
G,TAOE,-8.85492,-140.14775,800.0,267.784681469,3424.6134212
IU,KNTN,-2.7744,-171.7186,20.0,271.49624688,6971.57416825
IU,XMAS,2.0448,-157.4457,20.0,280.441373579,5511.00338395
IU,JOHN,16.7329,-169.5292,2.0,293.107526742,7245.11930689
IU,TATO,24.9735,121.4971,160.0,295.04477483,14406.9016545
IU,POHA,19.7573,-155.5326,1990.0,302.334024936,6010.18611128
II,ERM,42.015,143.1572,40.0,311.416081071,12149.7154763
IU,YSS,46.9587,142.7604,150.0,316.652346384,12119.6290022
H2,H2O,27.88191,-141.99173,-4947.0,320.031719147,5410.44003382
IU,ADK,51.8823,-176.6842,130.0,324.812590572,9305.06728151
G,SEY,62.932999,152.373001,206.0,332.552668444,11328.1360558
II,KDAK,57.7828,-152.5835,152.0,337.593508401,8386.20648383
G,SCZ,36.59798,-121.40481,261.0,346.293101072,5211.38901906
II,PFO,33.6107,-116.4555,1280.0,350.860080835,4781.29649951
IU,SLBS,23.6858,-109.9443,825.0,358.38871771,3617.19952195
