net,sta,lat,lon,dep,azi,dist
IU,DAV,7.0697,125.5791,151.0,2.62756016464,6260.31766825
G,INU,35.35,137.029,132.0,11.1745143326,9484.82009019
II,ERM,42.015,143.1572,40.0,14.6383816952,10311.28303
II,WRAB,-19.9336,134.36,366.0,20.5670664486,3412.99712037
IM,ATTU,52.882099,173.164307,250.0,29.5930308068,12267.4698534
IU,PMG,-9.4047,147.1597,90.0,34.5910939012,4953.97571059
IU,CTAO,-20.08765,146.24998,367.0,40.2017268038,3835.27818827
II,KWAJ,8.8019,167.613,0.0,47.3940795091,7750.26490193
IU,HNR,-9.4387,159.9475,100.0,50.0321493341,5575.95594573
IU,TARA,1.3549,172.9229,20.0,56.4136500275,7347.05860458
G,CAN,-35.318714,148.996323,700.0,62.7429713013,2605.6449655
G,NOUC,-22.09863,166.30665,137.0,66.9252312376,4823.35314177
II,TAU,-42.9099,147.3204,132.0,77.6698357145,1974.71014918
IU,AFI,-13.9085,-171.7827,706.0,79.9935928966,7029.84715117
IU,RAO,-29.245,-177.929,60.0,88.0556459756,5373.4508491
IU,RAR,-21.2125,-159.7733,28.0,94.7804562748,7306.74088755
IU,SNZO,-41.3087,174.7043,120.0,97.1442768715,4038.76446321
IU,SLBS,23.6858,-109.9443,825.0,102.068450769,14604.5613402
IU,HKT,29.96478,-95.83812,69.0,108.922138739,16085.027738
AU,MCQ,-54.4986,158.9561,14.0,116.822360325,2481.97092586
IU,TEIG,20.2263,-88.2763,40.0,128.035987393,15729.580443
II,RPN,-27.1267,-109.3344,110.0,134.983879861,10057.0441924
IU,PAYG,-0.6742,-90.2861,270.0,139.23248292,13594.666448
CU,BCIP,9.1665,-79.8373,61.0,146.554106125,15052.7736621
IU,OTAV,0.2376,-78.4508,3510.0,152.217367083,14172.7140055
G,DRV,-66.664909,140.002075,40.0,159.835857725,2142.4255726
GT,VNDA,-77.517273,161.852753,121.1,165.114844524,3525.61903481
G,COYC,-45.57299,-72.08139,235.0,169.195195352,9374.68478318
IU,QSPA,-89.9289,144.4382,2850.0,179.960628203,4519.66379519
G,CCD,-75.1065,123.305,3240.0,180.044541438,2863.93551729
G,SPB,-23.592691,-47.426979,647.0,188.763622318,11867.86933
IU,CASY,-66.2792,110.5354,10.0,196.746354873,2018.61555713
IU,RCBR,-5.8274,-35.9014,400.0,204.39662246,13565.6977641
G,TRIS,-37.0681,-12.3152,60.0,213.978480631,9481.64568395
II,ASCN,-7.9327,-14.3601,173.0,225.733130758,12449.5836289
II,SHEL,-15.9594,-5.7455,537.0,229.285765835,11215.2923225
II,SUR,-32.3797,20.8117,1770.0,239.317658586,8171.14755247
G,CRZF,-46.43096,51.855308,140.0,244.930775496,5150.96406712
G,PAF,-49.351,70.210708,17.0,249.285211565,3778.64170018
IU,LSZ,-15.2779,28.1882,1200.0,255.991758705,9102.47968027
G,FOMA,-24.97565,46.978877,28.0,262.611294759,6978.83077539
II,ABPO,-19.018,47.229,1528.0,267.38742663,7431.60209436
G,AIS,-37.796349,77.569183,35.9,271.905264307,3849.19328888
G,RODM,-19.696196,63.44128,300.0,279.554759885,6204.77467064
II,MSEY,-4.6737,55.4792,475.0,283.942360177,8026.2897376
G,ECH,48.216312,7.158961,580.0,293.481614154,15473.2120852
II,DGAR,-7.4121,72.4525,1.0,296.765049583,6633.57963054
II,UOSS,24.9453,56.2042,284.4,302.77703396,10571.7137193
II,KIV,43.9553,42.6863,1054.0,307.087979881,12968.6155404
II,PALK,7.2728,80.7022,460.0,313.269521696,7519.46364268
II,COCO,-12.1901,96.8349,1.0,320.204927104,4792.99204676
G,WUS,41.200716,79.216498,1468.0,327.87205482,10928.7944238
MS,BTDF,1.3617,103.775002,57.0,335.249025583,5931.85576796
IC,KMI,25.1233,102.74,1975.0,340.786312593,8505.03461107
IU,NWAO,-32.9277,117.239,380.0,342.165114924,1899.71370874
IU,MBWA,-21.159,119.7313,190.0,352.805846461,3150.83713367
II,KAPI,-5.0142,119.7517,300.0,354.819871106,4932.33841404
