net,sta,lat,lon,dep,azi,dist
CU,BCIP,9.1665,-79.8373,61.0,4.06872055879,5788.67304157
II,NNA,-11.9875,-76.8422,575.0,11.787074531,3492.26173732
IU,BOCO,4.5869,-74.0432,3160.0,12.1581429334,5350.99156574
IU,SJG,18.1091,-66.15,420.0,18.16473796,6987.33647434
G,ICC,-20.284,-70.035004,950.0,29.8838930517,2800.96174472
IU,LVC,-22.6127,-68.9111,2960.0,34.5493849163,2615.62372088
IU,LCO,-29.011,-70.7005,2274.0,39.5144579805,1909.49061907
II,CMLA,37.7637,-25.5243,429.0,42.3001135371,10670.2433412
G,PEL,-33.143607,-70.67494,700.0,48.7736216255,1542.01635003
II,SACV,14.9702,-23.6085,387.0,57.9892636502,8824.60138894
IU,RCBR,-5.8274,-35.9014,400.0,62.2041119871,6188.85518853
G,SPB,-23.592691,-47.426979,647.0,68.1510497421,3913.47675211
IU,KOWA,14.4967,-4.014,321.0,72.206756212,10232.8995628
IU,TRQA,-38.0568,-61.9787,540.0,79.9444070254,1865.11982452
G,EDA,3.778868,10.153427,140.0,89.5984143164,10558.9794934
II,SHEL,-15.9594,-5.7455,537.0,93.5960640898,7794.89538233
II,RAYN,23.5225,45.5032,631.0,98.0580017062,14862.0371096
II,MBAR,-0.6019,30.7382,1390.0,107.361391704,11877.1872357
G,TRIS,-37.0681,-12.3152,60.0,109.157503059,5894.73168081
IU,LSZ,-15.2779,28.1882,1200.0,115.7435412,10507.0246975
II,EFI,-51.6753,-58.0637,110.0,125.86526978,2106.19473819
II,HOPE,-54.2836,-36.4879,20.0,126.969779911,3577.1661427
G,FOMA,-24.97565,46.978877,28.0,135.605602543,10912.3452115
G,RER,-21.1712,55.739861,834.0,140.516301066,11746.6522922
G,ROCAM,-19.75553,63.37014,52.0,146.469402653,12255.6022835
G,CRZF,-46.43096,51.855308,140.0,150.500279749,9146.83558882
IU,PMSA,-64.7744,-64.0489,40.0,160.168794578,2699.80544079
G,PAF,-49.351,70.210708,17.0,162.909322084,9444.50313222
II,COCO,-12.1901,96.8349,1.0,179.900721948,13890.1922199
IU,SPA,-90.0,0.0,2927.0,180.0,5236.34631822
G,CCD,-75.1065,123.305,3240.0,187.542798202,6756.673391
IU,SBA,-77.8492,166.7572,50.0,194.517996654,5811.33103872
IU,MBWA,-21.159,119.7313,190.0,202.967254345,12525.3901322
II,KAPI,-5.0142,119.7517,300.0,209.110875925,14211.397149
AU,MCQ,-54.4986,158.9561,14.0,213.302429098,7707.83856928
G,CAN,-35.318714,148.996323,700.0,220.041207884,9852.72279374
IU,CTAO,-20.08765,146.24998,367.0,226.716864379,11394.0844892
IU,SNZO,-41.3087,174.7043,120.0,231.145447195,7856.6352311
IU,TATO,24.9735,121.4971,160.0,235.635493637,17009.7343311
IU,RAO,-29.245,-177.929,60.0,244.831874505,8220.32415904
II,MSVF,-17.7448,178.0528,801.1,250.960691248,9379.10462744
G,FUTU,-14.307673,-178.121063,97.0,255.998531984,9340.16920382
IU,RAR,-21.2125,-159.7733,28.0,262.493538231,7370.86045284
IU,KNTN,-2.7744,-171.7186,20.0,268.756055345,9691.02804283
G,PPTF,-17.5896,-149.565247,705.0,272.419708495,6794.48552038
IU,PTCN,-25.0713,-130.0953,220.0,279.461729724,4700.52440882
G,TAOE,-8.85492,-140.14775,800.0,286.886949815,6688.8447822
IU,MIDW,28.2156,-177.3698,20.0,288.705372878,12417.1431662
II,RPN,-27.1267,-109.3344,110.0,298.102865977,2952.81647341
H2,H2O,27.88191,-141.99173,-4947.0,310.631705914,9893.48350368
IU,MA2,59.5756,150.77,337.0,316.167820547,15974.6078239
G,SEY,62.932999,152.373001,206.0,321.685739786,15860.8394232
G,SCZ,36.59798,-121.40481,261.0,329.974369958,9634.88901773
IU,SLBS,23.6858,-109.9443,825.0,333.961543871,7882.90736445
IM,TX06,29.319,-103.681999,939.5,341.37987134,8282.94022082
G,UNM,19.329662,-99.178062,2280.0,343.014632569,7098.17361938
IU,PAYG,-0.6742,-90.2861,270.0,349.324816417,4745.78790504
G,HDC,10.00201,-84.11142,1186.0,358.724474274,5872.63114575
