net,sta,lat,lon,dep,azi,dist
IU,GUMO,13.5893,144.8684,170.0,5.42535323198,7282.72653505
IU,CTAO,-20.08765,146.24998,367.0,11.4222810412,3585.42615678
IU,SFJD,66.9961,-50.62076,330.0,14.9022740222,18238.6464356
IM,ATTU,52.882099,173.164307,250.0,20.5615568952,12034.9486767
G,CAN,-35.318714,148.996323,700.0,25.1358673364,1992.52833062
II,TAU,-42.9099,147.3204,132.0,32.139010322,1157.42902496
G,SANVU,-15.447148,167.203232,56.0,41.1108059366,4725.42172219
G,NOUC,-22.09863,166.30665,137.0,44.5439092355,4023.4502547
IU,FUNA,-8.5259,179.1966,20.0,50.9817625223,6001.31332063
II,MSVF,-17.7448,178.0528,801.1,55.8561243312,5060.28097269
IU,AFI,-13.9085,-171.7827,706.0,63.774952706,6017.14837927
IU,RAO,-29.245,-177.929,60.0,70.5867839396,4287.32591337
TS,PAS,34.14844,-118.17117,314.0,75.6636696096,13692.8827631
IU,SNZO,-41.3087,174.7043,120.0,79.6474972621,2888.31330972
G,PPTF,-17.5896,-149.565247,705.0,86.103461525,7162.87912931
IU,SLBS,23.6858,-109.9443,825.0,90.3644367247,13422.6157627
IU,HKT,29.96478,-95.83812,69.0,96.436885992,14892.8184048
IU,PTCN,-25.0713,-130.0953,220.0,106.226171238,7859.27249897
AU,MCQ,-54.4986,158.9561,14.0,109.858850824,1304.17381259
CU,TGUH,14.057,-87.273,1151.0,117.786295836,14092.7217898
II,RPN,-27.1267,-109.3344,110.0,122.604428218,8975.06606915
CU,BCIP,9.1665,-79.8373,61.0,128.687082361,14059.4055096
IU,OTAV,0.2376,-78.4508,3510.0,135.011993803,13254.0411559
II,NNA,-11.9875,-76.8422,575.0,142.063933941,12094.2018319
CU,GRGR,12.1324,-61.654,195.0,148.842861508,15183.4856304
G,PEL,-33.143607,-70.67494,700.0,154.904552197,10116.7627212
G,COYC,-45.57299,-72.08139,235.0,157.862385988,8770.94141585
IU,TRQA,-38.0568,-61.9787,540.0,163.022976866,9805.85639175
GT,VNDA,-77.517273,161.852753,121.1,169.607513769,2986.02709497
G,DRV,-66.664909,140.002075,40.0,179.683169159,1633.67950811
IU,SPA,-90.0,0.0,2927.0,180.0,4238.6221793
G,CCD,-75.1065,123.305,3240.0,190.337841242,2679.74781351
G,TRIS,-37.0681,-12.3152,60.0,201.904763448,9772.33496781
II,ASCN,-7.9327,-14.3601,173.0,208.642899496,12923.0441911
IU,CASY,-66.2792,110.5354,10.0,214.456997056,2270.57123657
II,CMLA,37.7637,-25.5243,429.0,221.136546529,18056.0354097
IU,MACI,28.2502,-16.508199,1674.0,225.490345685,16720.5762034
II,SUR,-32.3797,20.8117,1770.0,228.505291558,8939.69790114
G,CRZF,-46.43096,51.855308,140.0,238.208171226,6035.29742453
G,PAF,-49.351,70.210708,17.0,244.727069654,4736.10153838
G,FOMA,-24.97565,46.978877,28.0,251.864979795,8045.54953964
II,ABPO,-19.018,47.229,1528.0,255.983478682,8536.3111093
G,AIS,-37.796349,77.569183,35.9,262.834703719,4993.39504583
G,ROCAM,-19.75553,63.37014,52.0,267.762498288,7378.59619852
II,MSEY,-4.6737,55.4792,475.0,271.454256063,9211.88098536
II,RAYN,23.5225,45.5032,631.0,281.653428851,12320.5672046
II,DGAR,-7.4121,72.4525,1.0,283.472812463,7819.01444828
II,UOSS,24.9453,56.2042,284.4,290.464472538,11734.9488319
II,PALK,7.2728,80.7022,460.0,299.238524956,8622.62201533
II,COCO,-12.1901,96.8349,1.0,302.932504377,5850.30135479
IU,NWAO,-32.9277,117.239,380.0,310.512086906,2792.60573342
MS,BTDF,1.3617,103.775002,57.0,317.820864719,6810.63299373
IU,CHTO,18.8141,98.9443,420.0,320.802484958,8787.72011888
IU,MBWA,-21.159,119.7313,190.0,325.542527838,3836.45594611
II,KAPI,-5.0142,119.7517,300.0,333.368555735,5527.56489288
IU,ULN,47.8651,107.0532,1610.0,337.988687474,11496.9659088
IU,DAV,7.0697,125.5791,151.0,343.643061718,6684.23056236
II,WRAB,-19.9336,134.36,366.0,350.379812699,3589.69189753
G,INU,35.35,137.029,132.0,357.729093623,9680.53796759
