net,sta,lat,lon,dep,azi,dist
IU,KBL,34.5408,69.0432,1920.0,1.85960761222,4810.59585309
II,NIL,33.6506,73.2686,629.0,7.10409337655,4748.49555092
IC,WMQ,43.8138,87.7049,850.0,17.6336377004,6184.09186305
G,HYB,17.41867,78.55213,510.0,22.6775315668,3154.59086716
IC,LSA,29.7031,91.127,3660.0,29.7616499427,4965.27583733
IC,HIA,49.2704,119.7414,620.0,32.6131347348,8202.08138591
II,PALK,7.2728,80.7022,460.0,39.722984106,2311.62872506
IC,KMI,25.1233,102.74,1975.0,44.5609969491,5363.52720641
IU,CHTO,18.8141,98.9443,420.0,48.2537050971,4616.48870651
IC,QIZ,19.0291,109.8445,240.0,56.1279859671,5579.55062795
IU,MIDW,28.2156,-177.3698,20.0,62.897422854,12938.6972045
G,KIP,21.42,-158.0112,110.0,68.6086194357,14969.4285209
MS,BTDF,1.3617,103.775002,57.0,76.0373537633,4180.62218879
II,KWJN,9.2873,167.5369,0.0,82.2842025108,11267.7336058
II,KAPI,-5.0142,119.7517,300.0,89.4479572466,5785.70352576
IU,TARA,1.3549,172.9229,20.0,91.108863732,11737.6549923
II,COCO,-12.1901,96.8349,1.0,99.0680535877,3229.63246045
II,WRAB,-19.9336,134.36,366.0,107.875798893,7270.34789772
IU,MBWA,-21.159,119.7313,190.0,109.916663438,5751.53010183
IU,NWAO,-32.9277,117.239,380.0,125.146246881,5748.70073661
G,PPTF,-17.5896,-149.565247,705.0,126.098437466,15005.5465428
II,TAU,-42.9099,147.3204,132.0,132.060297488,8514.01346712
AU,MCQ,-54.4986,158.9561,14.0,144.177194336,9302.21152645
IU,PTCN,-25.0713,-130.0953,220.0,153.81940253,15795.3095818
G,DRV,-66.664909,140.002075,40.0,156.894139688,8333.07611972
G,AIS,-37.796349,77.569183,35.9,164.013225573,3356.91570703
G,PAF,-49.351,70.210708,17.0,177.266528812,4491.58855484
IU,SPA,-90.0,0.0,2927.0,180.0,9017.7755674
G,CRZF,-46.43096,51.855308,140.0,196.9538405,4418.6533402
G,RODM,-19.696196,63.44128,300.0,199.663776947,1272.01384421
G,COYC,-45.57299,-72.08139,235.0,209.917851556,12754.8864052
II,HOPE,-54.2836,-36.4879,20.0,214.566934169,10103.4986795
G,RER,-21.1712,55.739861,834.0,221.57963522,1853.41385218
IU,LCO,-29.011,-70.7005,2274.0,225.049227054,13879.5935762
G,FOMA,-24.97565,46.978877,28.0,228.202498207,2810.54957177
II,SUR,-32.3797,20.8117,1770.0,234.564033128,5457.17877096
II,ABPO,-19.018,47.229,1528.0,240.723991909,2456.23936561
IU,SAML,-8.9489,-63.1831,120.0,251.212831513,14220.4650442
IU,LSZ,-15.2779,28.1882,1200.0,256.723559695,4331.21815395
II,ASCN,-7.9327,-14.3601,173.0,263.315618426,8995.10451211
IU,BOCO,4.5869,-74.0432,3160.0,266.046907325,15760.5019192
IU,MSKU,-1.6557,13.6116,312.0,274.380564951,6020.93187758
II,MBAR,-0.6019,30.7382,1390.0,280.661796007,4176.25431212
IU,KMBO,-1.1271,37.2525,1950.0,282.68226558,3459.87747728
II,MSEY,-4.6737,55.4792,475.0,288.594492456,1408.30798648
G,TAM,22.791491,5.52838,1410.0,298.779424282,7605.09339871
IU,AAE,9.0292,38.7656,2442.0,301.159109428,3752.22763033
G,ATD,11.530725,42.846634,610.0,309.174432081,3542.97375566
IU,TOL,39.8814,-4.048499,480.0,312.528795267,9102.45307356
G,ECH,48.216312,7.158961,580.0,323.541487822,8645.68634455
II,RAYN,23.5225,45.5032,631.0,326.681214888,4312.33362153
IU,KIEV,50.7012,29.2242,180.0,334.881211168,7564.29592021
IU,GNI,40.148,44.741,1609.0,338.259303575,5914.18552774
II,UOSS,24.9453,56.2042,284.4,342.12443172,3939.73312163
II,ABKT,37.9304,58.1189,678.0,349.919519284,5275.06624802
II,ARTI,56.3879,58.3849,320.0,354.448822069,7284.62282937
