net,sta,lat,lon,dep,azi,dist
IU,PAYG,-0.6742,-90.2861,270.0,2.88842527928,4243.95172734
G,HDC,10.00201,-84.11142,1186.0,10.3742566988,5483.14103338
CU,BCIP,9.1665,-79.8373,61.0,16.0511496315,5476.88958474
IU,OTAV,0.2376,-78.4508,3510.0,21.0624315585,4558.27202167
IU,BOCO,4.5869,-74.0432,3160.0,25.2187948495,5166.42506152
II,NNA,-11.9875,-76.8422,575.0,30.8593908408,3346.89377735
CU,BBGH,13.1434,-59.5588,180.0,37.2013307785,6684.59378426
IU,PTGA,-0.7308,-59.9666,237.0,45.6282773912,5348.00111657
G,ICC,-20.284,-70.035004,950.0,51.9117177575,2957.64827809
IU,LVC,-22.6127,-68.9111,2960.0,57.2468934009,2848.24747664
II,SACV,14.9702,-23.6085,387.0,64.9214876778,9274.2749027
IU,LCO,-29.011,-70.7005,2274.0,67.1429305928,2253.79463387
IU,RCBR,-5.8274,-35.9014,400.0,72.0946043293,6711.66925829
G,PEL,-33.143607,-70.67494,700.0,78.0350290828,2027.17403951
II,ASCN,-7.9327,-14.3601,173.0,88.6310535398,8399.05274968
G,EDA,3.778868,10.153427,140.0,94.9430437495,11332.4939938
IU,TRQA,-38.0568,-61.9787,540.0,97.3532403191,2614.39184806
II,MBAR,-0.6019,30.7382,1390.0,112.712421778,12741.6218227
G,TRIS,-37.0681,-12.3152,60.0,115.807113113,6765.35009304
G,COYC,-45.57299,-72.08139,235.0,120.538058003,1798.5393173
II,EFI,-51.6753,-58.0637,110.0,129.50466485,2979.69015029
G,FOMA,-24.97565,46.978877,28.0,142.018620041,11748.8883911
G,RER,-21.1712,55.739861,834.0,147.498395006,12555.1691104
G,ROCAM,-19.75553,63.37014,52.0,154.057602286,13021.601971
IU,PMSA,-64.7744,-64.0489,40.0,156.724818392,3398.69259617
II,PALK,7.2728,80.7022,460.0,166.646922067,16420.4583782
G,PAF,-49.351,70.210708,17.0,168.570333178,10067.2408303
IU,SPA,-90.0,0.0,2927.0,180.0,5687.35837614
G,CCD,-75.1065,123.305,3240.0,189.574937653,7089.68190525
IU,SBA,-77.8492,166.7572,50.0,194.74955138,6056.28873642
G,DRV,-66.664909,140.002075,40.0,199.834459729,7488.50787151
IU,NWAO,-32.9277,117.239,380.0,204.909004145,11491.580625
IU,MBWA,-21.159,119.7313,190.0,212.152832187,12574.5569251
AU,MCQ,-54.4986,158.9561,14.0,216.164221417,7646.71444942
G,CAN,-35.318714,148.996323,700.0,225.623849147,9668.404331
IC,QIZ,19.0291,109.8445,240.0,229.385057766,16959.6623952
IU,SNZO,-41.3087,174.7043,120.0,234.244456353,7527.41724629
G,DZM,-22.07164,166.44377,878.0,245.717731312,9431.82444261
IU,RAO,-29.245,-177.929,60.0,248.597446237,7703.12930176
II,MSVF,-17.7448,178.0528,801.1,256.008370633,8781.66797395
G,FUTU,-14.307673,-178.121063,97.0,261.064110799,8688.2405525
IU,RAR,-21.2125,-159.7733,28.0,266.006442697,6663.19434861
IU,KNTN,-2.7744,-171.7186,20.0,274.234750186,8923.25654687
IU,PTCN,-25.0713,-130.0953,220.0,281.958750738,3873.57426572
IU,XMAS,2.0448,-157.4457,20.0,287.519012632,8055.05156005
G,TAOE,-8.85492,-140.14775,800.0,291.743920184,5826.50701368
IU,MIDW,28.2156,-177.3698,20.0,295.007192153,11547.9687445
II,RPN,-27.1267,-109.3344,110.0,304.128250871,2073.10419913
IU,PET,53.0233,158.6499,110.0,311.050999942,14559.2809397
H2,H2O,27.88191,-141.99173,-4947.0,316.686421768,9035.89783977
IU,MA2,59.5756,150.77,337.0,319.30835889,15132.8778051
G,SEY,62.932999,152.373001,206.0,324.134966468,15045.5029658
II,KDAK,57.7828,-152.5835,152.0,330.471488019,12109.091935
IU,SLBS,23.6858,-109.9443,825.0,341.821822864,7181.06726273
IU,TUC,32.3098,-110.7847,910.0,343.479778417,8124.88178263
G,UNM,19.329662,-99.178062,2280.0,352.102729906,6495.24092257
IU,HKT,29.96478,-95.83812,69.0,356.485202919,7640.83845616
