net,sta,lat,lon,dep,azi,dist
IU,WAKE,19.2834,166.652,20.0,4.93070054137,8997.01426669
G,NOUC,-22.09863,166.30665,137.0,6.97355739478,4422.98587824
IU,TARA,1.3549,172.9229,20.0,12.7846376466,7069.1846219
II,MSVF,-17.7448,178.0528,801.1,22.3849176952,5059.26746563
IU,SNZO,-41.3087,174.7043,120.0,27.3549814853,2443.59227686
IU,RAO,-29.245,-177.929,60.0,32.1537946318,3918.11188217
IU,POHA,19.7573,-155.5326,1990.0,40.0168941349,9806.40556422
IU,XMAS,2.0448,-157.4457,20.0,44.0439052654,7885.34717703
IU,RAR,-21.2125,-159.7733,28.0,51.2363733037,5391.59178531
IU,COR,44.5855,-123.3046,110.0,54.5656428646,13559.3384277
G,PPTF,-17.5896,-149.565247,705.0,60.4590474922,6202.11788281
II,PFO,33.6107,-116.4555,1280.0,66.3719003714,12840.9590771
IU,SLBS,23.6858,-109.9443,825.0,77.2116879816,12222.6043968
IU,PTCN,-25.0713,-130.0953,220.0,83.7584039928,6448.65600923
G,UNM,19.329662,-99.178062,2280.0,88.8083914463,12369.2356887
IU,SSPA,40.6358,-77.8876,270.0,93.0467393262,15459.4084825
IU,TEIG,20.2263,-88.2763,40.0,98.0681219852,13028.7979332
II,RPN,-27.1267,-109.3344,110.0,102.995041105,7343.24963339
CU,BCIP,9.1665,-79.8373,61.0,111.676100088,12380.395077
IU,OTAV,0.2376,-78.4508,3510.0,117.022001947,11557.2939588
II,NNA,-11.9875,-76.8422,575.0,123.562102473,10398.5972389
CU,GRGR,12.1324,-61.654,195.0,128.485365417,13507.4784076
G,PEL,-33.143607,-70.67494,700.0,137.110702145,8490.34122264
G,COYC,-45.57299,-72.08139,235.0,141.351624078,7178.2539227
IU,TRQA,-38.0568,-61.9787,540.0,145.751024359,8267.96651432
II,EFI,-51.6753,-58.0637,110.0,153.509223851,6948.1360259
IU,PMSA,-64.7744,-64.0489,40.0,156.227608025,5469.83058735
II,CMLA,37.7637,-25.5243,429.0,166.560354982,17289.4270684
II,HOPE,-54.2836,-36.4879,20.0,168.336070686,7037.73742352
GT,VNDA,-77.517273,161.852753,121.1,179.72219161,1755.69497538
IU,QSPA,-89.9289,144.4382,2850.0,180.044257587,3142.08407355
II,SHEL,-15.9594,-5.7455,537.0,192.485569999,11313.3636089
IU,KOWA,14.4967,-4.014,321.0,198.8153699,14629.956318
G,CCD,-75.1065,123.305,3240.0,209.691901927,2090.05333938
II,SUR,-32.3797,20.8117,1770.0,212.798082026,8986.32473587
GT,LBTB,-25.0151,25.596649,1128.0,219.135317983,9612.33193664
IU,LSZ,-15.2779,28.1882,1200.0,224.687513505,10535.8716219
G,DRV,-66.664909,140.002075,40.0,233.015251528,1169.0815123
IU,CASY,-66.2792,110.5354,10.0,236.148534966,2467.47858983
G,PAF,-49.351,70.210708,17.0,240.255594384,5419.34242628
G,RER,-21.1712,55.739861,834.0,246.215776665,8747.76682443
G,AIS,-37.796349,77.569183,35.9,254.557894626,6084.62838888
II,RAYN,23.5225,45.5032,631.0,258.47614729,13644.8737887
II,DGAR,-7.4121,72.4525,1.0,267.198476953,9234.56268975
II,KIV,43.9553,42.6863,1054.0,271.845689812,15648.2677329
II,PALK,7.2728,80.7022,460.0,281.385409699,10232.3485012
II,COCO,-12.1901,96.8349,1.0,286.80420916,7498.27659014
II,NIL,33.6506,73.2686,629.0,288.728746297,13149.5278714
IU,NWAO,-32.9277,117.239,380.0,294.869563623,4481.75473678
IU,MBWA,-21.159,119.7313,190.0,305.346534729,5525.50664567
IC,KMI,25.1233,102.74,1975.0,308.315777013,10957.120124
II,KAPI,-5.0142,119.7517,300.0,312.663806457,7177.6717907
II,WRAB,-19.9336,134.36,366.0,323.247297181,5100.09911138
II,TAU,-42.9099,147.3204,132.0,329.3697393,2299.61881541
IU,INCN,37.47768,126.62436,55.0,332.138816998,11442.6462736
G,CAN,-35.318714,148.996323,700.0,337.544842333,3071.42663544
IU,PMG,-9.4047,147.1597,90.0,342.234833139,5929.19307137
IU,MA2,59.5756,150.77,337.0,353.622028877,13490.5944311
IU,HNR,-9.4387,159.9475,100.0,358.055072675,5809.91364375
