net,sta,lat,lon,dep,azi,dist
IM,TX06,29.319,-103.681999,939.5,5.29688166448,3948.22700861
IU,KBS,78.9154,11.9385,90.0,9.89352512293,11277.9179704
G,UNM,19.329662,-99.178062,2280.0,17.1333855045,2957.55053673
IU,WVT,36.1297,-87.83,170.0,21.9612858748,5103.85425749
IU,SSPA,40.6358,-77.8876,270.0,27.469106395,5989.84929352
IU,TEIG,20.2263,-88.2763,40.0,34.8697437289,3582.49383256
G,CLF,48.025791,2.26,145.0,41.4727953529,11963.1142387
CU,TGUH,14.057,-87.273,1151.0,44.391178004,3140.78899682
II,JTS,10.2908,-84.9525,340.0,53.6525775526,3067.37579611
G,HDC,10.00201,-84.11142,1186.0,55.1706077162,3124.85316426
CU,BCIP,9.1665,-79.8373,61.0,61.0142219413,3479.03564584
IU,SDV,8.8839,-70.634,1620.0,68.0159423533,4387.02239058
IU,PAYG,-0.6742,-90.2861,270.0,72.6313630426,1975.59481588
IU,OTAV,0.2376,-78.4508,3510.0,78.4727329903,3272.61913783
IU,PTGA,-0.7308,-59.9666,237.0,85.3214387293,5280.5857574
IU,RCBR,-5.8274,-35.9014,400.0,94.0424763833,7887.02025573
IU,SAML,-8.9489,-63.1831,120.0,96.4540191311,4864.27880721
II,NNA,-11.9875,-76.8422,575.0,103.061535446,3395.56821869
G,SPB,-23.592691,-47.426979,647.0,113.636763023,6663.46172889
G,ICC,-20.284,-70.035004,950.0,114.852664909,4304.0770484
II,MSEY,-4.6737,55.4792,475.0,122.37757586,17758.0676637
IU,LCO,-29.011,-70.7005,2274.0,127.830693871,4590.6190507
G,PEL,-33.143607,-70.67494,700.0,133.216981975,4809.45018704
G,FOMA,-24.97565,46.978877,28.0,142.345288134,15575.7646154
G,COYC,-45.57299,-72.08139,235.0,148.008178199,5521.83696054
IU,PMSA,-64.7744,-64.0489,40.0,161.313591514,7330.53397299
G,CRZF,-46.43096,51.855308,140.0,162.714054824,13819.3291673
G,PAF,-49.351,70.210708,17.0,177.960832029,13844.5801051
II,RPN,-27.1267,-109.3344,110.0,185.334681718,2327.08911818
G,CCD,-75.1065,123.305,3240.0,191.486378906,10381.5508568
IU,SBA,-77.8492,166.7572,50.0,192.25093328,9239.64626737
G,DRV,-66.664909,140.002075,40.0,201.496570779,10352.4287362
AU,MCQ,-54.4986,158.9561,14.0,215.537230198,9698.44217116
IU,PTCN,-25.0713,-130.0953,220.0,226.953981411,3211.66375402
IU,SNZO,-41.3087,174.7043,120.0,229.076274818,8564.20421969
IU,MBWA,-21.159,119.7313,190.0,237.791160832,14076.0016942
IU,RAO,-29.245,-177.929,60.0,241.198442142,7810.07013591
G,PPTF,-17.5896,-149.565247,705.0,250.838490819,4771.42877801
IU,AFI,-13.9085,-171.7827,706.0,257.56394323,7111.91490533
G,TAOE,-8.85492,-140.14775,800.0,263.292752863,3646.93534489
IU,KNTN,-2.7744,-171.7186,20.0,269.868637962,7166.57164875
IU,TARA,1.3549,172.9229,20.0,272.432836752,8914.95858103
IU,XMAS,2.0448,-157.4457,20.0,277.683288441,5658.4694495
IU,GUMO,13.5893,144.8684,170.0,282.226141958,12113.6283439
IU,JOHN,16.7329,-169.5292,2.0,291.389719594,7311.76282618
IU,POHA,19.7573,-155.5326,1990.0,299.706200525,6020.86029862
G,KIP,21.42,-158.0112,110.0,300.43838782,6330.94159676
IU,MAJO,36.54567,138.20406,405.0,307.224172595,12613.4561033
H2,H2O,27.88191,-141.99173,-4947.0,316.951148969,5310.15854846
IM,ATTU,52.882099,173.164307,250.0,323.46336256,9862.88633997
IU,ADK,51.8823,-176.6842,130.0,324.207740075,9168.24693112
G,SEY,62.932999,152.373001,206.0,332.87990832,11143.9645831
II,KDAK,57.7828,-152.5835,152.0,336.602445938,8178.23791771
TS,PAS,34.14844,-118.17117,314.0,346.210542754,4612.79847779
II,PFO,33.6107,-116.4555,1280.0,348.089535975,4513.05481967
IU,SLBS,23.6858,-109.9443,825.0,354.937337912,3319.50455943
