net,sta,lat,lon,dep,azi,dist
IU,PTCN,-25.0713,-130.0953,220.0,11.069799198,3294.15649319
II,PFO,33.6107,-116.4555,1280.0,16.3170755195,9931.9778046
IU,TUC,32.3098,-110.7847,910.0,21.2608739526,9909.91624331
IU,SLBS,23.6858,-109.9443,825.0,24.1879159987,9006.87745877
G,UNM,19.329662,-99.178062,2280.0,35.2279144336,8894.07550929
IU,WVT,36.1297,-87.83,170.0,37.8025140538,11043.4957951
II,RPN,-27.1267,-109.3344,110.0,46.573797069,3731.57141973
IU,PAYG,-0.6742,-90.2861,270.0,52.1486963787,7268.71800886
CU,BCIP,9.1665,-79.8373,61.0,56.8785417027,8777.86509451
IU,OTAV,0.2376,-78.4508,3510.0,62.7601999734,8004.08798638
II,NNA,-11.9875,-76.8422,575.0,71.3584828018,6962.70924007
II,OBN,55.1146,36.5674,160.0,77.131595363,19536.310489
G,ICC,-20.284,-70.035004,950.0,82.9529335967,6652.98037432
IU,LCO,-29.011,-70.7005,2274.0,89.0987939994,5867.74639433
G,PEL,-33.143607,-70.67494,700.0,92.7152830452,5533.76907771
IU,RCBR,-5.8274,-35.9014,400.0,101.804863481,10140.4809985
G,COYC,-45.57299,-72.08139,235.0,104.843266821,4528.70246781
IU,KOWA,14.4967,-4.014,321.0,118.183078273,13958.473778
II,EFI,-51.6753,-58.0637,110.0,120.145844868,4969.13956543
IU,PMSA,-64.7744,-64.0489,40.0,135.976697341,3984.12652026
G,EDA,3.778868,10.153427,140.0,139.076631117,13621.1555577
IU,MSKU,-1.6557,13.6116,312.0,145.061359432,13198.0889503
IU,TSUM,-19.2022,17.5838,1260.0,154.606300335,11473.6892668
II,SUR,-32.3797,20.8117,1770.0,160.684975662,10138.0087265
GT,LBTB,-25.0151,25.596649,1128.0,163.284269929,11032.9640239
IU,NAI,-1.2739,36.8037,1692.0,171.464303442,13798.3235328
G,AGD,11.529,42.824001,450.0,178.459143864,15247.5345289
IU,QSPA,-89.9289,144.4382,2850.0,180.120254147,3970.08045738
G,RER,-21.1712,55.739861,834.0,191.33444122,11555.5180901
G,PAF,-49.351,70.210708,17.0,197.47755393,8245.08348054
IU,SBA,-77.8492,166.7572,50.0,200.392576731,3405.58796049
IU,CASY,-66.2792,110.5354,10.0,209.140415802,5505.97456096
II,DGAR,-7.4121,72.4525,1.0,211.086896979,12656.1089346
G,DRV,-66.664909,140.002075,40.0,218.232710775,4412.73014073
II,PALK,7.2728,80.7022,460.0,225.927874981,13838.446937
II,COCO,-12.1901,96.8349,1.0,232.236813482,11116.9078109
IU,NWAO,-32.9277,117.239,380.0,237.453180569,8072.46794571
AU,MCQ,-54.4986,158.9561,14.0,242.491808413,4058.65863941
II,TAU,-42.9099,147.3204,132.0,250.046884996,5493.59171748
II,KAPI,-5.0142,119.7517,300.0,255.421797506,10464.0620029
G,CAN,-35.318714,148.996323,700.0,258.196312394,5971.04412049
IU,CTAO,-20.08765,146.24998,367.0,267.613129317,7420.98434495
IU,SNZO,-41.3087,174.7043,120.0,271.438460794,3864.33396375
IC,SSE,31.0948,121.1908,40.0,279.823744337,13550.1539652
G,DZM,-22.07164,166.44377,878.0,283.326863168,5946.88826809
IU,RAO,-29.245,-177.929,60.0,292.66993054,4355.68642842
II,MSVF,-17.7448,178.0528,801.1,297.795648716,5632.44447978
G,FUTU,-14.307673,-178.121063,97.0,304.118653568,5744.25266573
IU,AFI,-13.9085,-171.7827,706.0,311.398170088,5457.70004157
IU,KNTN,-2.7744,-171.7186,20.0,317.257776669,6571.23668663
IU,RAR,-21.2125,-159.7733,28.0,322.163757381,4188.64794103
IU,JOHN,16.7329,-169.5292,2.0,327.0566183,8497.03770031
IU,XMAS,2.0448,-157.4457,20.0,334.849561196,6559.02479003
G,PPTF,-17.5896,-149.565247,705.0,338.924953358,4245.43132997
II,KDAK,57.7828,-152.5835,152.0,350.511958801,12526.1254437
G,TAOE,-8.85492,-140.14775,800.0,354.385267303,5064.11347231
