net,sta,lat,lon,dep,azi,dist
II,COCO,-12.1901,96.8349,1.0,1.30977967897,3704.16841151
MS,BTDF,1.3617,103.775002,57.0,10.4858642785,5256.98504444
IC,QIZ,19.0291,109.8445,240.0,14.3143595954,7290.36944975
IU,TATO,24.9735,121.4971,160.0,23.9228298402,8227.33895241
IU,SEO,37.5667,126.9667,86.0,24.1134222215,9716.68336557
II,KAPI,-5.0142,119.7517,300.0,34.1968213289,5047.34822254
IU,COLA,64.873599,-147.8616,200.0,37.3801240555,15662.6027801
IU,MBWA,-21.159,119.7313,190.0,46.3755586811,3463.02674913
IU,GUMO,13.5893,144.8684,170.0,49.7586514818,8179.90390557
IU,NWAO,-32.9277,117.239,380.0,59.5100038855,2291.62100232
II,WRAB,-19.9336,134.36,366.0,63.7382698058,4507.84698197
IU,PMG,-9.4047,147.1597,90.0,66.9561243583,6291.3197806
IU,CTAO,-20.08765,146.24998,367.0,75.381045561,5364.54091969
IU,TARA,1.3549,172.9229,20.0,79.7143436753,9094.9309557
G,SANVU,-15.447148,167.203232,56.0,87.8129502931,7332.05295102
G,CAN,-35.318714,148.996323,700.0,94.693683297,4542.65757883
II,MSVF,-17.7448,178.0528,801.1,97.2344242135,8002.85040718
II,TAU,-42.9099,147.3204,132.0,104.604887905,4031.41145943
IU,RAO,-29.245,-177.929,60.0,108.964083671,7457.07695192
IU,SNZO,-41.3087,174.7043,120.0,115.81173902,6117.23068105
G,TAOE,-8.85492,-140.14775,800.0,121.453926551,11789.3306147
AU,MCQ,-54.4986,158.9561,14.0,126.32209952,4451.1569754
IU,PTCN,-25.0713,-130.0953,220.0,138.785717532,10896.6555503
G,DRV,-66.664909,140.002075,40.0,147.885632048,3473.30841604
II,RPN,-27.1267,-109.3344,110.0,156.882961049,11551.3435607
IU,CASY,-66.2792,110.5354,10.0,164.486896187,2458.48607117
IU,PAYG,-0.6742,-90.2861,270.0,171.248446461,14839.7072434
IU,QSPA,-89.9289,144.4382,2850.0,179.92389195,4945.06265203
IU,SPA,-90.0,0.0,2927.0,180.0,4950.33876721
IU,PMSA,-64.7744,-64.0489,40.0,188.949406915,7644.87911613
II,EFI,-51.6753,-58.0637,110.0,195.910638377,8944.99852071
IU,SDV,8.8839,-70.634,1620.0,201.230254575,15742.900086
II,HOPE,-54.2836,-36.4879,20.0,206.812841113,8065.66810095
G,SPB,-23.592691,-47.426979,647.0,213.964248508,11504.2362821
CU,BBGH,13.1434,-59.5588,180.0,219.958147773,15743.0469316
G,CAY,4.948,-52.317001,25.0,223.50134933,14568.0412146
G,TRIS,-37.0681,-12.3152,60.0,231.479876464,8390.15990506
IU,BBSR,32.371299,-64.696299,30.0,234.379345771,17806.2172315
G,PAF,-49.351,70.210708,17.0,248.51983924,1985.11174683
G,CRZF,-46.43096,51.855308,140.0,252.22784733,3382.32944346
IU,TSUM,-19.2022,17.5838,1260.0,263.990442106,7626.92721626
GT,LBTB,-25.0151,25.596649,1128.0,264.580509998,6581.26368102
IU,LSZ,-15.2779,28.1882,1200.0,274.665285789,7096.41453421
G,FOMA,-24.97565,46.978877,28.0,280.511084459,4922.42163251
II,ABPO,-19.018,47.229,1528.0,286.772692832,5351.1734275
G,AIS,-37.796349,77.569183,35.9,292.890586043,1763.2151319
IU,TOL,39.8814,-4.048499,480.0,294.814081868,13724.5859162
G,ROCAM,-19.75553,63.37014,52.0,302.765649819,4147.35146051
II,MSEY,-4.6737,55.4792,475.0,306.541651789,5999.03431101
II,RAYN,23.5225,45.5032,631.0,314.297628773,9205.5825744
II,UOSS,24.9453,56.2042,284.4,323.578229615,8793.42000047
II,DGAR,-7.4121,72.4525,1.0,324.431499051,4804.48659904
II,ABKT,37.9304,58.1189,678.0,330.847330654,10002.6292559
II,PALK,7.2728,80.7022,460.0,341.08058996,6054.03157222
G,WUS,41.200716,79.216498,1468.0,347.317278565,9760.22738861
IC,WMQ,43.8138,87.7049,850.0,353.926617165,9939.47323355
IC,LSA,29.7031,91.127,3660.0,355.518448049,8354.00182147
