net,sta,lat,lon,dep,azi,dist
IC,MDJ,44.61763,129.59341,290.0,1.57105662086,10407.6309035
G,INU,35.35,137.029,132.0,7.90239361337,9424.68847359
II,WRAB,-19.9336,134.36,366.0,13.2605233039,3316.57550782
IU,GUMO,13.5893,144.8684,170.0,18.8924420616,7174.86972187
IU,PMG,-9.4047,147.1597,90.0,29.2750283235,4789.36765806
IU,CTAO,-20.08765,146.24998,367.0,34.1025491339,3649.34718761
IU,WAKE,19.2834,166.652,20.0,37.9471270944,8529.36712201
IU,HNR,-9.4387,159.9475,100.0,45.5223428991,5351.67036716
IU,TARA,1.3549,172.9229,20.0,52.6920793193,7102.24216319
G,CAN,-35.318714,148.996323,700.0,56.6824720954,2347.37836866
G,NOUC,-22.09863,166.30665,137.0,62.7477090471,4553.9610254
II,MSVF,-17.7448,178.0528,801.1,70.7462077212,5709.9206241
II,TAU,-42.9099,147.3204,132.0,72.6973917305,1689.30720462
TS,PAS,34.14844,-118.17117,314.0,82.153781002,14495.7191938
IU,RAO,-29.245,-177.929,60.0,84.9552158294,5081.23999012
IU,SNZO,-41.3087,174.7043,120.0,94.6302034301,3749.49164344
G,PPTF,-17.5896,-149.565247,705.0,96.7026952559,8046.14140143
IU,HKT,29.96478,-95.83812,69.0,104.709323061,15808.907571
G,UNM,19.329662,-99.178062,2280.0,112.16238636,14717.9047135
AU,MCQ,-54.4986,158.9561,14.0,117.093060982,2226.94768514
IU,TEIG,20.2263,-88.2763,40.0,123.044440611,15498.8202037
II,RPN,-27.1267,-109.3344,110.0,131.955861889,9853.27277039
IU,PAYG,-0.6742,-90.2861,270.0,134.97760271,13404.5793724
CU,BCIP,9.1665,-79.8373,61.0,141.369425175,14890.5365781
IU,OTAV,0.2376,-78.4508,3510.0,147.449906362,14036.2156051
II,NNA,-11.9875,-76.8422,575.0,153.754223168,12813.3921536
IU,SJG,18.1091,-66.15,420.0,156.088375115,16338.3239911
G,DRV,-66.664909,140.002075,40.0,164.179979878,2063.35700154
IU,TRQA,-38.0568,-61.9787,540.0,172.632003318,10283.295365
IU,QSPA,-89.9289,144.4382,2850.0,179.967962394,4531.38190894
G,CCD,-75.1065,123.305,3240.0,182.416321709,2882.12103513
II,HOPE,-54.2836,-36.4879,20.0,189.628693399,8424.99577315
IU,CASY,-66.2792,110.5354,10.0,200.972531257,2124.49799365
G,TRIS,-37.0681,-12.3152,60.0,211.086917961,9648.74043602
II,ASCN,-7.9327,-14.3601,173.0,221.924332419,12660.4175335
II,SHEL,-15.9594,-5.7455,537.0,225.887387344,11438.9356674
G,SOK,14.494418,-16.456223,70.9,232.821226784,14945.3811954
II,SUR,-32.3797,20.8117,1770.0,236.628121915,8425.0484881
G,CRZF,-46.43096,51.855308,140.0,242.851694952,5418.44577773
G,PAF,-49.351,70.210708,17.0,247.465484991,4054.52132524
IU,LSZ,-15.2779,28.1882,1200.0,253.01422693,9387.07217249
G,FOMA,-24.97565,46.978877,28.0,259.705905255,7269.21857527
G,AIS,-37.796349,77.569183,35.9,268.688107323,4141.15703694
IU,TOL,39.8814,-4.048499,480.0,273.057586648,16096.6230976
G,RODM,-19.696196,63.44128,300.0,276.20215964,6492.41932437
G,SSB2,45.278999,4.542,700.0,286.216511404,15775.6485087
II,DGAR,-7.4121,72.4525,1.0,293.042106161,6893.46053791
II,UOSS,24.9453,56.2042,284.4,299.884855465,10814.987126
IU,GNI,40.148,44.741,1609.0,302.952740234,12784.6679812
II,PALK,7.2728,80.7022,460.0,309.505722729,7730.71756467
II,COCO,-12.1901,96.8349,1.0,315.065408369,4981.03790824
II,GAR,39.0052,70.3328,1300.0,318.110204151,11273.7361463
IC,LSA,29.7031,91.127,3660.0,328.849306887,9461.21916209
IU,NWAO,-32.9277,117.239,380.0,331.345185344,2004.29395874
IC,KMI,25.1233,102.74,1975.0,337.157828239,8598.73541206
IU,MBWA,-21.159,119.7313,190.0,344.975251173,3195.48183313
II,KAPI,-5.0142,119.7517,300.0,349.105415394,4961.40536416
IU,DAV,7.0697,125.5791,151.0,357.821417418,6247.27588627
