net,sta,lat,lon,dep,azi,dist
G,HDC,10.00201,-84.11142,1186.0,5.91662601356,5722.39371732
CU,BCIP,9.1665,-79.8373,61.0,11.4134970112,5684.3182261
IU,OTAV,0.2376,-78.4508,3510.0,15.4073946942,4738.63822569
II,NNA,-11.9875,-76.8422,575.0,23.0476269827,3471.84320614
IU,SJG,18.1091,-66.15,420.0,24.317462041,7000.42485435
CU,GRGR,12.1324,-61.654,195.0,31.4214638716,6559.16910509
IU,PTGA,-0.7308,-59.9666,237.0,40.3337040643,5364.25046769
IU,LVC,-22.6127,-68.9111,2960.0,47.6892929558,2798.98215471
G,CLF,48.025791,2.26,145.0,50.7767397929,13339.3318943
IU,LCO,-29.011,-70.7005,2274.0,55.5035523915,2144.38769742
G,PEL,-33.143607,-70.67494,700.0,65.7705210582,1849.45330096
IU,RCBR,-5.8274,-35.9014,400.0,68.0880097148,6545.89919731
G,SPB,-23.592691,-47.426979,647.0,75.6744826875,4309.63665582
II,AAK,42.6375,74.4942,1633.1,79.204413556,18636.0731938
IU,TRQA,-38.0568,-61.9787,540.0,89.4034859737,2319.71749672
G,EDA,3.778868,10.153427,140.0,93.2699858734,11034.8621773
II,SHEL,-15.9594,-5.7455,537.0,97.7944806423,8281.15612081
IU,KBL,34.5408,69.0432,1920.0,105.045287332,17935.7847063
G,TRIS,-37.0681,-12.3152,60.0,112.934598549,6395.84293849
G,COYC,-45.57299,-72.08139,235.0,114.171102294,1421.91730829
GT,LBTB,-25.0151,25.596649,1128.0,124.456619597,10027.2720135
II,EFI,-51.6753,-58.0637,110.0,126.414517326,2587.27511035
II,ABPO,-19.018,47.229,1528.0,136.732062161,11925.009835
G,FOMA,-24.97565,46.978877,28.0,139.822698371,11355.0965584
G,RER,-21.1712,55.739861,834.0,145.128277238,12166.7366814
G,CRZF,-46.43096,51.855308,140.0,154.013091269,9516.41308873
IU,PMSA,-64.7744,-64.0489,40.0,156.977961438,3030.50595017
G,PAF,-49.351,70.210708,17.0,166.498819744,9732.40225488
G,AIS,-37.796349,77.569183,35.9,169.12637056,11114.9192493
IC,LSA,29.7031,91.127,3660.0,179.698726206,18695.0148193
IU,SPA,-90.0,0.0,2927.0,180.0,5405.86306594
G,CCD,-75.1065,123.305,3240.0,188.953243834,6856.65891081
IU,SBA,-77.8492,166.7572,50.0,194.90646845,5855.35347835
G,DRV,-66.664909,140.002075,40.0,199.117733415,7315.88793239
IU,MBWA,-21.159,119.7313,190.0,208.630910653,12472.5027313
AU,MCQ,-54.4986,158.9561,14.0,215.443847598,7581.18669603
II,TAU,-42.9099,147.3204,132.0,217.902073394,9101.37988824
G,CAN,-35.318714,148.996323,700.0,223.712559232,9663.81090457
IU,SNZO,-41.3087,174.7043,120.0,233.562316902,7586.40404286
IU,PMG,-9.4047,147.1597,90.0,239.01371554,11998.1218047
G,DZM,-22.07164,166.44377,878.0,243.879606,9563.71544342
IU,RAO,-29.245,-177.929,60.0,247.685089269,7856.55993831
II,MSVF,-17.7448,178.0528,801.1,254.450493575,8978.93266362
IU,AFI,-13.9085,-171.7827,706.0,263.878488098,8419.882503
IU,RAR,-21.2125,-159.7733,28.0,265.394073282,6919.53335759
G,PPTF,-17.5896,-149.565247,705.0,275.529014345,6312.08730115
IU,MAJO,36.54567,138.20406,405.0,277.83383674,15965.3340404
IU,PTCN,-25.0713,-130.0953,220.0,282.491572788,4205.12516022
G,TAOE,-8.85492,-140.14775,800.0,290.687744557,6187.67474889
IU,POHA,19.7573,-155.5326,1990.0,299.841021731,9646.60733724
II,RPN,-27.1267,-109.3344,110.0,303.896513235,2461.13357741
IU,PET,53.0233,158.6499,110.0,308.622108288,14953.1349173
H2,H2O,27.88191,-141.99173,-4947.0,314.572384953,9431.56312408
G,SEY,62.932999,152.373001,206.0,322.560088022,15437.3157057
II,KDAK,57.7828,-152.5835,152.0,328.692365132,12492.599053
TS,PAS,34.14844,-118.17117,314.0,335.578428934,8898.97120174
IU,SLBS,23.6858,-109.9443,825.0,339.045175094,7539.3995776
IM,TX06,29.319,-103.681999,939.5,346.329549717,7988.97605638
G,UNM,19.329662,-99.178062,2280.0,348.803863668,6818.92998864
IU,PAYG,-0.6742,-90.2861,270.0,357.717140561,4524.02545312
