net,sta,lat,lon,dep,azi,dist
II,PFO,33.6107,-116.4555,1280.0,1.46064153898,9607.71921534
IU,SLBS,23.6858,-109.9443,825.0,7.78116845724,8543.76351921
II,RPN,-27.1267,-109.3344,110.0,17.7653059279,2976.17979508
G,UNM,19.329662,-99.178062,2280.0,18.7002881273,8231.06471139
IU,TEIG,20.2263,-88.2763,40.0,28.7150269613,8620.74471204
IU,PAYG,-0.6742,-90.2861,270.0,33.8939680587,6358.97451391
G,HDC,10.00201,-84.11142,1186.0,36.2296589697,7703.7729836
IU,OTAV,0.2376,-78.4508,3510.0,46.1346452839,6961.82164588
IU,BOCO,4.5869,-74.0432,3160.0,48.3772810476,7609.96743541
II,NNA,-11.9875,-76.8422,575.0,54.5423470966,5848.11541595
IU,PTGA,-0.7308,-59.9666,237.0,64.2142137918,7883.19226878
IU,LVC,-22.6127,-68.9111,2960.0,70.4050730409,5342.21683978
IU,LCO,-29.011,-70.7005,2274.0,74.3939839999,4681.67311776
G,PEL,-33.143607,-70.67494,700.0,78.7446396895,4348.64173899
IU,RCBR,-5.8274,-35.9014,400.0,87.4827750801,8978.0793613
G,COYC,-45.57299,-72.08139,235.0,94.6575041501,3391.17182546
IU,KOWA,14.4967,-4.014,321.0,100.884999479,12895.4758726
II,ASCN,-7.9327,-14.3601,173.0,105.936141198,10218.5294566
II,EFI,-51.6753,-58.0637,110.0,112.630188924,3975.05997624
II,SHEL,-15.9594,-5.7455,537.0,117.407589292,10024.7717515
IU,TRIS,-37.0681,-12.3152,60.0,125.003514529,7743.19020164
II,HOPE,-54.2836,-36.4879,20.0,126.032617733,5085.94540765
IU,PMSA,-64.7744,-64.0489,40.0,134.810319819,3252.76775743
IU,TSUM,-19.2022,17.5838,1260.0,138.363116141,10941.4619087
II,SUR,-32.3797,20.8117,1770.0,146.367788801,9740.11369938
IU,NAI,-1.2739,36.8037,1692.0,150.316809545,13546.9243764
G,FOMA,-24.97565,46.978877,28.0,166.370484113,11236.9926987
G,CRZF,-46.43096,51.855308,140.0,173.065580885,8933.90265911
G,RER,-21.1712,55.739861,834.0,174.149007419,11755.4319826
IU,SPA,-90.0,0.0,2927.0,180.0,4116.21663241
G,AIS,-37.796349,77.569183,35.9,192.392450536,9819.25980458
IU,SBA,-77.8492,166.7572,50.0,200.535327191,3957.15465078
II,PALK,7.2728,80.7022,460.0,205.356450612,14643.4108651
G,DRV,-66.664909,140.002075,40.0,212.200395218,5212.24143415
II,COCO,-12.1901,96.8349,1.0,216.105681367,12041.3471801
IU,NWAO,-32.9277,117.239,380.0,224.298043039,9077.31729958
AU,MCQ,-54.4986,158.9561,14.0,233.206031421,5133.5979318
II,TAU,-42.9099,147.3204,132.0,238.066785067,6615.85488227
G,CAN,-35.318714,148.996323,700.0,245.004795319,7133.94083401
IC,QIZ,19.0291,109.8445,240.0,246.01455932,14431.4213838
IU,SNZO,-41.3087,174.7043,120.0,256.735368443,5050.53678582
IU,PMG,-9.4047,147.1597,90.0,260.525120177,9486.66806657
G,DZM,-22.07164,166.44377,878.0,267.45792158,7106.18269292
IU,RAO,-29.245,-177.929,60.0,274.343140878,5468.42062154
II,MSVF,-17.7448,178.0528,801.1,280.098716437,6700.88543387
G,FUTU,-14.307673,-178.121063,97.0,285.848061526,6752.68392766
IU,AFI,-13.9085,-171.7827,706.0,291.93155389,6386.87909148
IU,RAR,-21.2125,-159.7733,28.0,298.711034848,4995.91571206
IU,JOHN,16.7329,-169.5292,2.0,310.921005315,9163.25257054
G,PPTF,-17.5896,-149.565247,705.0,313.302833606,4787.03477116
G,KIP,21.42,-158.0112,110.0,322.885796809,9104.52554652
G,TAOE,-8.85492,-140.14775,800.0,329.939830704,5290.10192532
IU,BILL,68.0653,166.4531,320.0,330.186691914,14789.5041435
IU,PTCN,-25.0713,-130.0953,220.0,337.596682886,3267.57763246
IM,IL19,64.746101,-146.797394,549.0,346.334134973,13297.5979417
G,SCZ,36.59798,-121.40481,261.0,357.417850154,9942.48314408
