net,sta,lat,lon,dep,azi,dist
IU,PTCN,-25.0713,-130.0953,220.0,1.66739039499,3279.6008423
TS,PAS,34.14844,-118.17117,314.0,10.6271777756,9909.61174548
IU,TUC,32.3098,-110.7847,910.0,17.0454478595,9822.52589975
IU,SLBS,23.6858,-109.9443,825.0,19.5633078339,8904.41363256
IU,KEV,69.7565,27.0035,100.0,24.6026708856,17990.1180795
G,UNM,19.329662,-99.178062,2280.0,30.5810854625,8733.26519457
II,RPN,-27.1267,-109.3344,110.0,38.7946666633,3523.83118298
IU,PAYG,-0.6742,-90.2861,270.0,46.993846996,7031.64569493
G,HDC,10.00201,-84.11142,1186.0,48.049095601,8391.74876222
IU,OTAV,0.2376,-78.4508,3510.0,58.0323180187,7727.83217524
IU,SDV,8.8839,-70.634,1620.0,60.5548474187,8989.57660095
II,NNA,-11.9875,-76.8422,575.0,66.5164819987,6662.41261553
IU,SAML,-8.9489,-63.1831,120.0,76.9663511446,7778.4304446
IU,LVC,-22.6127,-68.9111,2960.0,81.0836821634,6198.46754988
G,PEL,-33.143607,-70.67494,700.0,88.4097863073,5203.2222571
II,SACV,14.9702,-23.6085,387.0,95.4890431187,12471.0374261
G,COYC,-45.57299,-72.08139,235.0,101.273905738,4201.86957199
IU,KOWA,14.4967,-4.014,321.0,113.282440386,13651.2170306
II,EFI,-51.6753,-58.0637,110.0,117.322693797,4668.7491539
II,HOPE,-54.2836,-36.4879,20.0,131.109868004,5641.22594392
IU,PMSA,-64.7744,-64.0489,40.0,134.67336237,3735.94862122
IU,MSKU,-1.6557,13.6116,312.0,139.754080128,12978.9032711
IU,TSUM,-19.2022,17.5838,1260.0,149.91237009,11300.2074543
II,SUR,-32.3797,20.8117,1770.0,156.521535237,9996.75551702
IU,NAI,-1.2739,36.8037,1692.0,165.430824161,13710.3448771
G,AGD,11.529,42.824001,450.0,171.214087058,15195.6219449
G,FOMA,-24.97565,46.978877,28.0,178.141049528,11185.75329
IU,QSPA,-89.9289,144.4382,2850.0,180.122344118,3948.51760851
G,RER,-21.1712,55.739861,834.0,186.461831074,11584.6464054
G,PAF,-49.351,70.210708,17.0,194.146470085,8313.7109642
IU,SBA,-77.8492,166.7572,50.0,200.977388493,3501.56745169
IU,CASY,-66.2792,110.5354,10.0,207.259471104,5642.52754926
G,DRV,-66.664909,140.002075,40.0,216.98170748,4596.78678422
II,COCO,-12.1901,96.8349,1.0,227.690954393,11355.5503965
IU,NWAO,-32.9277,117.239,380.0,233.841810979,8332.66732974
AU,MCQ,-54.4986,158.9561,14.0,240.401646868,4338.25526429
II,TAU,-42.9099,147.3204,132.0,246.938140961,5792.80339368
G,CAN,-35.318714,148.996323,700.0,254.666362432,6286.96036772
IU,CTAO,-20.08765,146.24998,367.0,263.631332419,7748.66836206
IU,SNZO,-41.3087,174.7043,120.0,267.593008197,4194.47959925
IU,PMG,-9.4047,147.1597,90.0,271.017973234,8635.4329647
G,DZM,-22.07164,166.44377,878.0,278.909362254,6275.32338846
IU,RAO,-29.245,-177.929,60.0,287.543726249,4673.56053264
II,MSVF,-17.7448,178.0528,801.1,292.792370472,5940.63877994
G,FUTU,-14.307673,-178.121063,97.0,298.921646163,6037.51146155
IU,AFI,-13.9085,-171.7827,706.0,305.834388873,5729.73445662
IU,KNTN,-2.7744,-171.7186,20.0,311.990830085,6822.01244498
IU,RAR,-21.2125,-159.7733,28.0,315.386453746,4423.16743409
IU,JOHN,16.7329,-169.5292,2.0,322.384991494,8706.02013491
IU,XMAS,2.0448,-157.4457,20.0,329.220849937,6733.62142441
G,PPTF,-17.5896,-149.565247,705.0,331.529578827,4404.1393519
IU,POHA,19.7573,-155.5326,1990.0,336.302714224,8563.84532372
G,TAOE,-8.85492,-140.14775,800.0,347.415589485,5138.35917079
H2,H2O,27.88191,-141.99173,-4947.0,350.189208464,9198.80531625
