net,sta,lat,lon,dep,azi,dist
II,PALK,7.2728,80.7022,460.0,3.23750242313,4728.85081643
IC,WMQ,43.8138,87.7049,850.0,6.77207235062,8821.54901543
IC,LSA,29.7031,91.127,3660.0,12.040548987,7326.81896717
IU,CHTO,18.8141,98.9443,420.0,23.171332829,6376.73587414
IC,KMI,25.1233,102.74,1975.0,24.3886335795,7168.94340553
IC,QIZ,19.0291,109.8445,240.0,33.9880202363,6873.03740439
II,COCO,-12.1901,96.8349,1.0,40.2334619484,3165.39552533
G,INU,35.35,137.029,132.0,44.2473540497,9909.59646924
IU,DAV,7.0697,125.5791,151.0,56.0867506378,6811.04649421
II,KAPI,-5.0142,119.7517,300.0,61.261563177,5402.00251873
IM,NV33,38.485001,-118.418297,1920.0,71.9714526587,18481.1318641
IU,WAKE,19.2834,166.652,20.0,73.2654283999,11068.363236
IU,MBWA,-21.159,119.7313,190.0,79.7701552714,4304.63652378
II,WRAB,-19.9336,134.36,366.0,88.0481860656,5693.18790794
IU,CTAO,-20.08765,146.24998,367.0,94.9420553671,6763.756322
IU,NWAO,-32.9277,117.239,380.0,96.9501477533,3559.81195026
G,NOUC,-22.09863,166.30665,137.0,107.238820347,8432.95656809
G,CAN,-35.318714,148.996323,700.0,112.180469203,6258.06480813
II,TAU,-42.9099,147.3204,132.0,120.439006841,5840.74329397
IU,SNZO,-41.3087,174.7043,120.0,128.080925867,7976.39655226
AU,MCQ,-54.4986,158.9561,14.0,136.661009995,6311.62829154
IU,SLBS,23.6858,-109.9443,825.0,146.499674017,18477.5894774
G,DRV,-66.664909,140.002075,40.0,151.358752129,5201.30799346
IU,CASY,-66.2792,110.5354,10.0,158.689818628,4015.02688502
G,CCD,-75.1065,123.305,3240.0,165.090637805,4999.07931347
II,RPN,-27.1267,-109.3344,110.0,172.19783191,13034.8167847
IU,QSPA,-89.9289,144.4382,2850.0,179.920146818,6079.7601662
IU,SPA,-90.0,0.0,2927.0,180.0,6082.99513042
G,UNM,19.329662,-99.178062,2280.0,187.691422746,18208.9522744
IU,PMSA,-64.7744,-64.0489,40.0,195.529385683,8430.42336017
G,PAF,-49.351,70.210708,17.0,201.04679822,1690.91431012
II,EFI,-51.6753,-58.0637,110.0,205.338776029,9473.21922697
II,HOPE,-54.2836,-36.4879,20.0,213.3431628,8290.86536259
IU,OTAV,0.2376,-78.4508,3510.0,216.23384654,15443.7204542
IU,SAML,-8.9489,-63.1831,120.0,226.603036663,13669.0583036
G,CRZF,-46.43096,51.855308,140.0,232.993694437,2539.45794918
G,TRIS,-37.0681,-12.3152,60.0,238.021460268,7815.5260507
CU,SDDR,18.9821,-71.2878,589.0,245.994142946,16541.7804989
IU,RCBR,-5.8274,-35.9014,400.0,250.359110124,11802.5842318
II,SUR,-32.3797,20.8117,1770.0,256.200927537,5270.5760926
II,SHEL,-15.9594,-5.7455,537.0,259.932905335,8489.22629503
GT,LBTB,-25.0151,25.596649,1128.0,267.712451742,5160.63785634
II,SACV,14.9702,-23.6085,387.0,275.457901067,12048.7544328
IU,LSZ,-15.2779,28.1882,1200.0,280.717198708,5463.76942405
G,FOMA,-24.97565,46.978877,28.0,282.218448686,3230.92050106
II,ABPO,-19.018,47.229,1528.0,292.287970408,3567.07511219
G,RER,-21.1712,55.739861,834.0,299.314664957,2721.96649678
IU,KMBO,-1.1271,37.2525,1950.0,302.299559705,5706.96045147
IU,FURI,8.8952,38.6798,2570.0,311.624127509,6442.97684978
G,ROCAM,-19.75553,63.37014,52.0,315.443323587,2282.41298794
II,MSEY,-4.6737,55.4792,475.0,319.872635087,4143.61736222
II,RAYN,23.5225,45.5032,631.0,326.918595266,7391.39327222
IU,GNI,40.148,44.741,1609.0,334.462766749,9052.74663001
II,UOSS,24.9453,56.2042,284.4,337.373295388,7080.0883735
II,DGAR,-7.4121,72.4525,1.0,347.303740288,3160.30388951
IU,KBL,34.5408,69.0432,1920.0,351.702708859,7804.85945127
II,NIL,33.6506,73.2686,629.0,355.319613427,7663.2905211
