id,time,lat,lon,mag,along_strike_distance
us2000g5mh,2018-07-15 13:09:16.470000,13.8484,51.717,6.0,267.942485961
us2000g9ms,2018-07-15 01:59:08.940000,14.1481,51.6354,5.775,292.380290155
us2000g5b4,2018-07-15 01:57:19.410000,14.0625,51.7365,6.0,289.308714876
us10005dz1,2016-05-05 07:01:47.490000,13.7719,51.7683,5.5,263.901003429
us20003mr8,2015-09-22 04:03:14.730000,13.0875,51.123,5.532,162.730490043
us100032x1,2015-08-17 16:16:59.190000,13.7124,51.7823,5.7,259.357609745
usp000husx,2011-02-20 09:09:58.040000,13.674,51.636,5.4,246.964509291
usp000f1ad,2006-12-30 08:57:07.060000,13.665,51.76,5.613,253.686346972
usp000f1ab,2006-12-30 08:30:49.790000,13.313,51.365,6.6,197.520023912
usp000f08w,2006-12-15 13:19:06.640000,13.817,51.658,5.4,261.626947962
usp000dy3w,2005-08-26 18:16:33.620000,14.417,52.365,6.2,359.41077066
usp000bb2f,2002-09-01 17:14:59.890000,14.284,51.945,6.0,321.879445421
usp000an2v,2001-08-26 14:11:08.250000,14.187,51.793,5.7,304.290246141
usp000agrb,2001-06-15 16:19:07.610000,13.903,51.679,6.0,270.946233126
usp000838b,1997-06-07 11:22:03.120000,14.059,51.694,5.4,286.698327102
usp0004eqw,1990-09-14 20:40:18.350000,13.382,51.456,5.5,209.258478774
