net,sta,lat,lon,dep,azi,dist
IU,TIXI,71.6341,128.8667,40.0,2.7998261198,10823.5884377
II,BORG,64.7474,-21.3268,110.0,10.6896262708,6195.41296793
II,NRIL,69.5049,88.4414,92.0,15.4296492703,10316.9489597
IU,KEV,69.7565,27.0035,100.0,19.8851634417,8082.82483435
II,CMLA,37.7637,-25.5243,429.0,26.6029851856,3415.31735395
II,OBN,55.1146,36.5674,160.0,35.6651115443,8312.41293044
G,CLF,48.025791,2.26,145.0,36.3844795755,5836.67507166
G,EVO,38.532001,-8.013,0.0,42.1465957783,4577.50716055
IU,TBT,28.6794,-17.9145,180.0,48.6905058316,3212.32446814
II,UOSS,24.9453,56.2042,284.4,63.9050158866,10351.6455058
G,TAM,22.791491,5.52838,1410.0,69.0041173204,5240.01401488
II,SACV,14.9702,-23.6085,387.0,75.4826379682,2076.72482176
G,MBO,14.392024,-16.955467,3.0,79.3243239297,2778.73815935
G,EDA,3.778868,10.153427,140.0,93.5831822637,5837.37969894
IU,MSKU,-1.6557,13.6116,312.0,99.1324849227,6343.18907649
G,ROCAM,-19.75553,63.37014,52.0,107.308362983,12047.6351669
IU,LSZ,-15.2779,28.1882,1200.0,109.247879957,8291.61479975
IU,TSUM,-19.2022,17.5838,1260.0,116.646956292,7363.25744021
II,ASCN,-7.9327,-14.3601,173.0,122.789336346,3730.5825948
II,SUR,-32.3797,20.8117,1770.0,128.291486589,8234.66996306
G,CRZF,-46.43096,51.855308,140.0,135.496928591,11196.9349913
G,PAF,-49.351,70.210708,17.0,139.166591035,12548.680485
G,TRIS,-37.0681,-12.3152,60.0,150.958908892,6165.9946986
IU,RCBR,-5.8274,-35.9014,400.0,158.727455167,1981.03019117
IU,CASY,-66.2792,110.5354,10.0,167.537666751,13523.4162072
II,HOPE,-54.2836,-36.4879,20.0,176.250149689,7243.69897905
IU,SPA,-90.0,0.0,2927.0,180.0,11207.370314
G,SPB,-23.592691,-47.426979,647.0,188.291124481,3856.20924099
AU,MCQ,-54.4986,158.9561,14.0,196.768697812,14819.8667605
IU,TRQA,-38.0568,-61.9787,540.0,199.689698773,5794.04078375
IU,LCO,-29.011,-70.7005,2274.0,213.952103531,5368.03435122
G,ICC,-20.284,-70.035004,950.0,221.454377363,4596.24803288
IU,SAML,-8.9489,-63.1831,120.0,227.285280549,3188.52994283
G,CAY,4.948,-52.317001,25.0,239.97483306,1285.32026848
G,MPG,5.11011,-52.644483,147.0,241.4858012,1307.40437229
IU,RAR,-21.2125,-159.7733,28.0,251.733479364,13285.4122816
IU,OTAV,0.2376,-78.4508,3510.0,255.963597494,4169.03430716
IU,BOCO,4.5869,-74.0432,3160.0,261.211083042,3567.90058963
IU,SDV,8.8839,-70.634,1620.0,268.463739092,3114.40398581
CU,GRGR,12.1324,-61.654,195.0,275.608939171,2115.33309898
CU,BBGH,13.1434,-59.5588,180.0,279.276110116,1895.25009087
G,FDF,14.734971,-61.146311,467.0,283.719007824,2088.6649742
CU,ANWB,17.66853,-61.78557,39.0,291.849280142,2229.92159706
CU,GRTK,21.51149,-71.1327,12.0,294.540080653,3291.3834163
IU,DWPF,28.1103,-81.4327,30.0,300.782284009,4500.12075714
IU,WVT,36.1297,-87.83,170.0,309.177374634,5355.5699263
IU,WCI,38.2289,-86.2939,210.0,312.40547361,5312.81988285
IU,BBSR,32.371299,-64.696299,30.0,319.434776249,3305.46716211
IU,HRV,42.5064,-71.5583,200.0,326.236202223,4507.96923573
IM,IL08,64.790298,-146.796906,505.0,335.53416985,9590.77532694
IM,ATTU,52.882099,173.164307,250.0,338.21744777,12176.3937913
IU,PET,53.0233,158.6499,110.0,346.436282309,12647.1036894
IU,BILL,68.0653,166.4531,320.0,349.52100539,10952.2934445
G,IVI,61.205808,-48.171178,15.0,356.320029682,5603.66657894
