net,sta,lat,lon,dep,azi,dist
IM,TX06,29.319,-103.681999,939.5,0.827469218557,3687.34647851
G,UNM,19.329662,-99.178062,2280.0,11.8649624556,2638.43348177
IU,HKT,29.96478,-95.83812,69.0,12.8012009318,3862.8056537
IU,WVT,36.1297,-87.83,170.0,19.6290839121,4758.27468897
IU,SSPA,40.6358,-77.8876,270.0,25.8933515093,5623.0955744
IU,TEIG,20.2263,-88.2763,40.0,32.4310453648,3195.60022855
G,CLF,48.025791,2.26,145.0,41.4326708739,11560.5829906
CU,TGUH,14.057,-87.273,1151.0,42.7993793654,2735.21304523
II,JTS,10.2908,-84.9525,340.0,53.3413942177,2655.28387012
G,HDC,10.00201,-84.11142,1186.0,55.0735759265,2712.85903292
CU,BCIP,9.1665,-79.8373,61.0,61.6018593866,3070.43020668
IU,SDV,8.8839,-70.634,1620.0,68.9641013598,3988.31246016
IU,PAYG,-0.6742,-90.2861,270.0,76.983694251,1590.48550251
IU,OTAV,0.2376,-78.4508,3510.0,81.2984370784,2902.25000509
IU,PTGA,-0.7308,-59.9666,237.0,86.9713927349,4932.24265151
IU,RCBR,-5.8274,-35.9014,400.0,94.6701647355,7573.73563015
IU,SAML,-8.9489,-63.1831,120.0,98.9988241371,4567.19465946
II,NNA,-11.9875,-76.8422,575.0,107.959330324,3139.74560587
IU,LSZ,-15.2779,28.1882,1200.0,113.479868311,14368.299102
G,ICC,-20.284,-70.035004,950.0,118.832755916,4116.90361554
IU,LVC,-22.6127,-68.9111,2960.0,121.676996136,4322.50247358
IU,LCO,-29.011,-70.7005,2274.0,131.72282832,4490.46877015
G,PEL,-33.143607,-70.67494,700.0,136.880622628,4746.4961889
G,RER,-21.1712,55.739861,834.0,143.109447963,16474.3832886
II,EFI,-51.6753,-58.0637,110.0,149.160976882,6785.46890239
G,COYC,-45.57299,-72.08139,235.0,150.8515488,5562.09486085
G,CRZF,-46.43096,51.855308,140.0,160.000026463,13943.5198934
IU,PMSA,-64.7744,-64.0489,40.0,162.575254042,7458.72947343
G,PAF,-49.351,70.210708,17.0,175.488973415,14068.5013953
IU,SPA,-90.0,0.0,2927.0,180.0,9559.66141733
II,RPN,-27.1267,-109.3344,110.0,191.527908623,2616.97545636
IU,SBA,-77.8492,166.7572,50.0,192.220478716,9547.89913194
G,DRV,-66.664909,140.002075,40.0,201.066240932,10699.8456191
AU,MCQ,-54.4986,158.9561,14.0,215.289868004,10089.4542165
IU,PTCN,-25.0713,-130.0953,220.0,227.408866988,3621.00304578
IU,SNZO,-41.3087,174.7043,120.0,228.870677721,8974.82593332
IU,MBWA,-21.159,119.7313,190.0,237.727314664,14487.1319962
IU,RAO,-29.245,-177.929,60.0,240.783003733,8218.95522458
G,PPTF,-17.5896,-149.565247,705.0,249.517831686,5166.8890943
IU,AFI,-13.9085,-171.7827,706.0,256.6373938,7490.50946743
G,TAOE,-8.85492,-140.14775,800.0,260.483528118,4010.71046151
IU,KNTN,-2.7744,-171.7186,20.0,268.647574679,7502.40941204
IU,XMAS,2.0448,-157.4457,20.0,275.471616009,5961.17667903
II,KWAJ,8.8019,167.613,0.0,278.858099201,9886.72561503
IU,GUMO,13.5893,144.8684,170.0,282.998854695,12385.2208324
IU,JOHN,16.7329,-169.5292,2.0,289.798485175,7537.6857821
IU,POHA,19.7573,-155.5326,1990.0,297.095118033,6197.8874453
IU,MIDW,28.2156,-177.3698,20.0,300.002336367,8586.49938774
IU,MAJO,36.54567,138.20406,405.0,308.555071948,12726.6647081
H2,H2O,27.88191,-141.99173,-4947.0,313.392572062,5372.22605578
IU,ADK,51.8823,-176.6842,130.0,323.457472793,9168.2116752
IC,HIA,49.2704,119.7414,620.0,327.960218223,13509.2580143
II,KDAK,57.7828,-152.5835,152.0,335.244671599,8091.850815
TS,PAS,34.14844,-118.17117,314.0,341.92273677,4470.10716628
II,PFO,33.6107,-116.4555,1280.0,343.714966338,4358.03696153
IU,SLBS,23.6858,-109.9443,825.0,348.76156028,3125.58748982
IU,ANMO,34.94591,-106.4572,1820.0,357.041105941,4317.37092425
