net,sta,lat,lon,dep,azi,dist
IU,BILL,68.0653,166.4531,320.0,2.55044557086,4533.20109984
G,SEY,62.932999,152.373001,206.0,11.7634111761,5041.14757157
IU,MA2,59.5756,150.77,337.0,13.480078343,5398.74590115
IU,TIXI,71.6341,128.8667,40.0,21.8560588267,3854.33650147
IU,KBS,78.9154,11.9385,90.0,25.5175512583,1029.63997502
IC,MDJ,44.61763,129.59341,290.0,32.688601559,6737.12449055
IC,HIA,49.2704,119.7414,620.0,38.8487594658,6033.66393975
II,NRIL,69.5049,88.4414,92.0,45.267545975,3265.46362789
II,TLY,51.6807,103.6438,579.0,50.0510576645,5379.78071759
IC,QIZ,19.0291,109.8445,240.0,56.9097784719,8980.77216839
II,NVS,54.8404,83.2346,150.0,63.6804632117,4455.14862242
II,KURK,50.7154,78.6202,184.0,70.4498359971,4703.61553348
II,BRVK,53.0581,70.2828,330.0,75.5997466563,4192.11902827
IU,KEV,69.7565,27.0035,100.0,79.9795187133,1334.10978596
II,SIMI,38.6585,69.0083,1400.5,86.3669737671,5568.29873538
II,ABKT,37.9304,58.1189,678.0,97.1742998133,5253.00322946
II,OBN,55.1146,36.5674,160.0,105.741917723,2806.37724226
II,KIV,43.9553,42.6863,1054.0,109.360689054,4106.95309361
IU,KIEV,50.7012,29.2242,180.0,119.496783154,2991.96649708
IU,ANTO,39.868,32.7934,1090.0,123.172565227,4208.64724955
IU,AAE,9.0292,38.7656,2442.0,128.175894515,7649.25629667
IU,KONO,59.6491,9.5982,216.0,137.455788257,1546.89714001
II,MBAR,-0.6019,30.7382,1390.0,138.693383457,8476.46524721
IU,GRFO,49.6909,11.2203,384.0,145.734101611,2622.89025264
G,ECH,48.216312,7.158961,580.0,153.017234814,2707.70436443
G,CLF,48.025791,2.26,145.0,160.986458535,2659.99080523
II,ESK,55.3167,-3.205,242.0,167.883824149,1803.83526712
IU,TOL,39.8814,-4.048499,480.0,172.565857877,3509.38532015
G,EVO,38.532001,-8.013,0.0,178.427097681,3648.00501619
II,ASCN,-7.9327,-14.3601,173.0,185.311674364,8799.95364285
IU,TBT,28.6794,-17.9145,180.0,191.405714731,4771.63059833
II,SACV,14.9702,-23.6085,387.0,196.797210785,6334.07486919
II,CMLA,37.7637,-25.5243,429.0,203.212005333,3851.01680221
IU,RCBR,-5.8274,-35.9014,400.0,207.225306219,8782.78847743
G,SPB,-23.592691,-47.426979,647.0,215.142990781,10932.8948857
II,EFI,-51.6753,-58.0637,110.0,216.353374852,14178.162699
G,KOG,5.207,-52.731998,10.0,226.499216842,7944.45455326
IU,PTGA,-0.7308,-59.9666,237.0,232.265673678,8777.70380478
CU,ANWB,17.66853,-61.78557,39.0,239.376827457,6871.90860191
IU,SJG,18.1091,-66.15,420.0,244.010885924,6962.87817671
IU,BBSR,32.371299,-64.696299,30.0,248.14187465,5421.72304592
G,IVI,61.205808,-48.171178,15.0,256.464378984,2030.72852868
G,WFM,42.611,-71.490997,87.0,260.81489528,4609.54067766
IU,SSPA,40.6358,-77.8876,270.0,265.902419782,5035.33481153
IU,SFJ,66.9967,-50.6156,365.0,273.978161771,1680.02627897
IU,CCM,38.0557,-91.2446,222.0,277.042830139,5773.24005622
IM,TX08,29.350901,-103.676903,1044.5,284.452527712,7103.27278187
IU,RSSD,44.1212,-104.0359,2090.0,291.534830939,5601.88868448
II,FFC,54.725,-101.9783,338.0,296.652900651,4483.70921825
IM,NV11,38.4328,-118.153,1585.0,300.845406427,6638.34596829
IU,COR,44.5855,-123.3046,110.0,307.705733545,6151.62905492
G,PPT,-17.569,-149.576,340.0,314.761468335,13495.7188285
H2,H2O,27.88191,-141.99173,-4947.0,318.060461131,8413.25433899
IU,POHA,19.7573,-155.5326,1990.0,328.596175722,9582.52197457
IM,IL17,64.807198,-146.889801,357.0,334.096211212,4564.25036611
II,ALE,82.5033,-62.35,60.0,336.793976092,1718.30455787
G,FUTU,-14.307673,-178.121063,97.0,347.372668517,13629.1128353
IU,ADK,51.8823,-176.6842,130.0,350.846165588,6304.23413759
IM,ATTU,52.882099,173.164307,250.0,358.348950951,6227.2420534
