net,sta,lat,lon,dep,azi,dist
HK,HKPS,22.277599,114.141502,196.3,0.0710158008234,8031.00644218
IU,NWAO,-32.9277,117.239,380.0,8.92851365589,1939.37076169
IU,DAV,7.0697,125.5791,151.0,13.5309481285,6445.10074723
G,INU,35.35,137.029,132.0,18.6363340634,9745.52376014
IU,PET,53.0233,158.6499,110.0,26.7670840288,12184.8538629
II,WRAB,-19.9336,134.36,366.0,35.4506900496,3809.24829442
IU,ADK,51.8823,-176.6842,130.0,40.8108186779,13060.3702947
IU,PMG,-9.4047,147.1597,90.0,45.5480328811,5455.42335251
IU,CTAO,-20.08765,146.24998,367.0,52.089577954,4382.09264624
IU,HNR,-9.4387,159.9475,100.0,59.2886751838,6175.27212758
IU,TARA,1.3549,172.9229,20.0,64.4080534868,7974.58306656
G,SANVU,-15.447148,167.203232,56.0,70.5607609168,6108.91134118
G,CAN,-35.318714,148.996323,700.0,72.9167059404,3260.53175528
II,MSVF,-17.7448,178.0528,801.1,81.7335162811,6666.11231271
II,TAU,-42.9099,147.3204,132.0,85.0371179565,2650.49875766
IU,RAO,-29.245,-177.929,60.0,94.4137410435,6041.02817064
IU,RAR,-21.2125,-159.7733,28.0,101.251682611,7957.18975222
IU,SNZO,-41.3087,174.7043,120.0,102.039825849,4684.03191235
IU,SLBS,23.6858,-109.9443,825.0,111.642184476,15219.2251197
AU,MCQ,-54.4986,158.9561,14.0,116.503357418,3040.79736311
IU,PTCN,-25.0713,-130.0953,220.0,125.245786926,9559.0577604
G,UNM,19.329662,-99.178062,2280.0,127.603244362,15499.6373884
IU,SSPA,40.6358,-77.8876,270.0,135.07791993,18595.8477549
II,RPN,-27.1267,-109.3344,110.0,142.270715851,10431.3838891
IU,PAYG,-0.6742,-90.2861,270.0,149.893571115,13908.9224875
G,DRV,-66.664909,140.002075,40.0,151.034135938,2339.84734985
CU,BCIP,9.1665,-79.8373,61.0,159.6225454,15274.925506
GT,VNDA,-77.517273,161.852753,121.1,162.641565955,3624.28793921
II,NNA,-11.9875,-76.8422,575.0,168.04152697,13030.606128
G,CCD,-75.1065,123.305,3240.0,174.421842776,2804.63529655
IU,CASY,-66.2792,110.5354,10.0,185.124921838,1798.8070169
IU,PTGA,-0.7308,-59.9666,237.0,187.623762124,14328.3531806
II,HOPE,-54.2836,-36.4879,20.0,197.495418377,8099.45070671
G,CAY,4.948,-52.317001,25.0,198.695914604,14826.3470258
IU,RCBR,-5.8274,-35.9014,400.0,214.291900885,13157.5684888
G,TRIS,-37.0681,-12.3152,60.0,220.563953836,9003.2099327
II,ASCN,-7.9327,-14.3601,173.0,233.98370992,11878.6056369
II,SHEL,-15.9594,-5.7455,537.0,236.822375881,10625.0716792
II,SUR,-32.3797,20.8117,1770.0,245.712090443,7534.84023159
G,CRZF,-46.43096,51.855308,140.0,250.432051662,4496.6811454
G,PAF,-49.351,70.210708,17.0,254.594829787,3113.55390606
IU,LSZ,-15.2779,28.1882,1200.0,263.055114389,8427.3681999
G,FOMA,-24.97565,46.978877,28.0,269.983995498,6304.65697257
II,ABPO,-19.018,47.229,1528.0,274.973927202,6763.9348099
G,AIS,-37.796349,77.569183,35.9,281.489688103,3194.55308787
IU,FURI,8.8952,38.6798,2570.0,286.738923362,9741.24004925
G,ROCAM,-19.75553,63.37014,52.0,288.25948543,5576.59142665
II,BFO,48.3301,8.3296,638.0,297.774115005,14838.6796557
II,RAYN,23.5225,45.5032,631.0,300.837001592,10579.1299024
II,DGAR,-7.4121,72.4525,1.0,306.362484942,6110.45944117
II,KIV,43.9553,42.6863,1054.0,312.15062298,12510.6899951
II,PALK,7.2728,80.7022,460.0,322.638302043,7138.45768374
G,HYB,17.41867,78.55213,510.0,324.769740211,8263.38267609
II,COCO,-12.1901,96.8349,1.0,333.477735566,4502.51142361
IC,LSA,29.7031,91.127,3660.0,339.954202184,9139.00288013
MS,BTDF,1.3617,103.775002,57.0,346.909430292,5800.86472772
IC,KMI,25.1233,102.74,1975.0,349.397119615,8420.89936578
IC,QIZ,19.0291,109.8445,240.0,355.715681002,7682.61999281
