net,sta,lat,lon,dep,azi,dist
CU,BBGH,13.1434,-59.5588,180.0,0.195074525524,8008.8284203
G,CAY,4.948,-52.317001,25.0,8.24468377719,7132.97549291
G,SPB,-23.592691,-47.426979,647.0,19.2067698663,4063.1027257
IU,RCBR,-5.8274,-35.9014,400.0,28.9719294577,6252.89942741
II,SACV,14.9702,-23.6085,387.0,35.484623537,8839.40467689
G,MBO,14.392024,-16.955467,3.0,41.8493192704,9017.1182177
G,SOK,14.494418,-16.456223,70.9,42.2706571872,9046.8651044
II,ASCN,-7.9327,-14.3601,173.0,53.3840581158,6844.11030149
G,TAM,22.791491,5.52838,1410.0,57.8226395338,10846.8430803
II,SHEL,-15.9594,-5.7455,537.0,66.2655909953,6478.8244775
G,TRIS,-37.0681,-12.3152,60.0,75.4131963449,4167.18017485
II,HOPE,-54.2836,-36.4879,20.0,79.3617770628,1513.57830076
IU,TSUM,-19.2022,17.5838,1260.0,89.5481717519,7472.40286914
II,MBAR,-0.6019,30.7382,1390.0,90.8592113966,9977.253833
II,SUR,-32.3797,20.8117,1770.0,100.678973828,6456.98927162
IU,KBL,34.5408,69.0432,1920.0,103.522970978,15414.2649131
II,NIL,33.6506,73.2686,629.0,108.663166228,15567.5252882
G,FOMA,-24.97565,46.978877,28.0,116.986805397,8554.59807273
G,RER,-21.1712,55.739861,834.0,122.264436169,9359.0165954
G,ROCAM,-19.75553,63.37014,52.0,128.031149745,9856.39874167
G,CRZF,-46.43096,51.855308,140.0,132.648413564,6754.77138195
IU,ULN,47.8651,107.0532,1610.0,140.010738744,18485.7218175
G,PAF,-49.351,70.210708,17.0,146.310843063,7153.89110819
IC,KMI,25.1233,102.74,1975.0,152.63544601,15990.0080509
II,COCO,-12.1901,96.8349,1.0,156.192707767,11824.2219168
IC,QIZ,19.0291,109.8445,240.0,164.924071824,15475.2942883
HK,HKPS,22.277599,114.141502,196.3,170.654651204,15884.7097811
IU,CASY,-66.2792,110.5354,10.0,175.210257136,6071.4616543
IU,SPA,-90.0,0.0,2927.0,180.0,3446.73116374
G,DRV,-66.664909,140.002075,40.0,189.602443269,5956.91388533
IU,SBA,-77.8492,166.7572,50.0,193.711754121,4479.01892275
II,TAU,-42.9099,147.3204,132.0,200.115715599,8425.65554741
AU,MCQ,-54.4986,158.9561,14.0,204.223307645,6942.77566187
IU,GUMO,13.5893,144.8684,170.0,212.285866667,14558.4958979
IU,SNZO,-41.3087,174.7043,120.0,220.546434487,7803.73840511
G,PVC,-17.74,168.311996,80.0,225.159163788,10438.8778503
IU,RAO,-29.245,-177.929,60.0,231.779028894,8692.75559325
G,FUTU,-14.307673,-178.121063,97.0,238.428389615,10174.1746522
IU,AFI,-13.9085,-171.7827,706.0,244.054164092,9895.06834472
IU,RAR,-21.2125,-159.7733,28.0,250.418311275,8559.78616678
G,PPTF,-17.5896,-149.565247,705.0,260.811561024,8334.84138561
IU,XMAS,2.0448,-157.4457,20.0,264.295266005,10640.5567981
IU,PTCN,-25.0713,-130.0953,220.0,272.85585029,6531.92137593
IM,ATTU,52.882099,173.164307,250.0,281.215718236,16731.1841507
IU,ADK,51.8823,-176.6842,130.0,286.416719718,16102.4975773
II,RPN,-27.1267,-109.3344,110.0,290.978244578,5183.07219415
G,SEY,62.932999,152.373001,206.0,297.558980828,18243.0579579
G,SCZ,36.59798,-121.40481,261.0,311.734035201,12029.0460471
IU,SLBS,23.6858,-109.9443,825.0,315.115494017,10262.3507442
G,UNM,19.329662,-99.178062,2280.0,322.899992424,9408.22032538
G,COYC,-45.57299,-72.08139,235.0,325.772511687,1718.9029515
G,HDC,10.00201,-84.11142,1186.0,334.617416898,7967.60328632
G,PEL,-33.143607,-70.67494,700.0,339.471323605,2998.58274012
IU,LVC,-22.6127,-68.9111,2960.0,345.853504084,4118.30095313
IU,SDV,8.8839,-70.634,1620.0,348.402006524,7600.64087699
IU,TRQA,-38.0568,-61.9787,540.0,355.1083924,2346.88462212
