net,sta,lat,lon,dep,azi,dist
II,PALK,7.2728,80.7022,460.0,0.665468588065,5400.57400195
IC,LSA,29.7031,91.127,3660.0,10.0212359959,7963.09637757
IU,ULN,47.8651,107.0532,1610.0,17.7332145034,10247.2089317
IU,CHTO,18.8141,98.9443,420.0,20.0953395616,6951.64928191
IC,ENH,30.2762,109.4944,500.0,25.8458689175,8498.39509
II,COCO,-12.1901,96.8349,1.0,31.2971940616,3629.35944362
IU,TATO,24.9735,121.4971,160.0,38.0842619044,8502.06747599
G,INU,35.35,137.029,132.0,43.2767563932,10296.1647943
IU,DAV,7.0697,125.5791,151.0,52.0540435866,7088.450865
II,KAPI,-5.0142,119.7517,300.0,55.1974050578,5632.69557627
IU,GUMO,13.5893,144.8684,170.0,62.9720452998,9000.10155263
IU,MBWA,-21.159,119.7313,190.0,70.9609010674,4332.14071052
IU,WAKE,19.2834,166.652,20.0,73.2906776194,11121.038412
II,WRAB,-19.9336,134.36,366.0,81.9405642135,5604.19218326
IU,NWAO,-32.9277,117.239,380.0,85.8985201759,3393.77794195
IU,CTAO,-20.08765,146.24998,367.0,90.4054994425,6583.61774842
G,SANVU,-15.447148,167.203232,56.0,99.8942141114,8643.1125938
G,CAN,-35.318714,148.996323,700.0,107.366569112,5888.83827811
II,MSVF,-17.7448,178.0528,801.1,108.530009803,9354.54867602
II,TAU,-42.9099,147.3204,132.0,115.455931084,5391.75405687
IU,SNZO,-41.3087,174.7043,120.0,125.480906504,7451.81561107
G,PPTF,-17.5896,-149.565247,705.0,131.182609823,11706.8675841
AU,MCQ,-54.4986,158.9561,14.0,133.160758651,5728.16713193
IU,ANMO,34.94591,-106.4572,1820.0,140.505969029,19080.1793492
G,DRV,-66.664909,140.002075,40.0,148.310174752,4541.16301687
IU,CASY,-66.2792,110.5354,10.0,155.909868143,3333.01028736
G,CCD,-75.1065,123.305,3240.0,163.634266458,4307.04271832
II,RPN,-27.1267,-109.3344,110.0,170.950864922,12343.2939146
IU,QSPA,-89.9289,144.4382,2850.0,179.914300788,5402.4150208
IU,SPA,-90.0,0.0,2927.0,180.0,5405.86306594
IU,PMSA,-64.7744,-64.0489,40.0,195.364947727,7817.2020672
G,COYC,-45.57299,-72.08139,235.0,198.98732582,9975.09386436
II,EFI,-51.6753,-58.0637,110.0,204.776384514,8922.54362384
II,HOPE,-54.2836,-36.4879,20.0,213.715877558,7808.17952879
G,PAF,-49.351,70.210708,17.0,218.38202828,1169.53948107
G,SPB,-23.592691,-47.426979,647.0,227.187112116,11011.1514848
IU,PTGA,-0.7308,-59.9666,237.0,230.83045963,13856.0196086
IU,TRIS,-37.0681,-12.3152,60.0,239.201843456,7589.3744586
G,CAY,4.948,-52.317001,25.0,242.34053402,13813.1098951
G,CRZF,-46.43096,51.855308,140.0,246.776684282,2326.19647152
IU,WCI,38.2289,-86.2939,210.0,256.278554452,18811.9775746
II,SUR,-32.3797,20.8117,1770.0,260.873682706,5281.54699395
GT,LBTB,-25.0151,25.596649,1128.0,272.324069077,5309.63832401
G,SOK,14.494418,-16.456223,70.9,276.527797524,11614.1937603
IU,LSZ,-15.2779,28.1882,1200.0,284.333380491,5756.01576971
G,FOMA,-24.97565,46.978877,28.0,290.440221036,3565.10707345
II,ABPO,-19.018,47.229,1528.0,298.54682696,3992.90302106
IU,KMBO,-1.1271,37.2525,1950.0,304.454947068,6203.86200238
G,RER,-21.1712,55.739861,834.0,306.955935183,3218.05465935
IU,FURI,8.8952,38.6798,2570.0,312.615459078,7007.47792046
G,ROCAM,-19.75553,63.37014,52.0,321.468213594,2888.92346932
II,RAYN,23.5225,45.5032,631.0,326.692045722,8039.3576204
IU,GNI,40.148,44.741,1609.0,333.544517257,9726.42562978
II,UOSS,24.9453,56.2042,284.4,336.804288908,7761.572666
II,DGAR,-7.4121,72.4525,1.0,346.384885376,3853.39766921
IU,KBL,34.5408,69.0432,1920.0,350.530787138,8496.73955539
G,HYB,17.41867,78.55213,510.0,358.155680461,6524.95916896
