net,sta,lat,lon,dep,azi,dist
IU,SLBS,23.6858,-109.9443,825.0,5.13694429976,8134.19828707
IM,TX06,29.319,-103.681999,939.5,10.3253968228,8816.59664282
II,RPN,-27.1267,-109.3344,110.0,13.775497895,2546.57888251
IU,WVT,36.1297,-87.83,170.0,21.9609519663,9875.35622048
CU,TGUH,14.057,-87.273,1151.0,29.4893173587,7568.93306497
IU,PAYG,-0.6742,-90.2861,270.0,31.8887224248,5922.36428155
CU,BCIP,9.1665,-79.8373,61.0,38.8022860674,7367.91561216
IU,OTAV,0.2376,-78.4508,3510.0,44.5490764884,6544.45673463
II,NNA,-11.9875,-76.8422,575.0,53.7216909626,5456.22527801
CU,BBGH,13.1434,-59.5588,180.0,55.094906494,8824.95096774
IU,SAML,-8.9489,-63.1831,120.0,65.2867586315,6583.52703077
IU,LVC,-22.6127,-68.9111,2960.0,70.6912289116,5021.91971817
IU,LCO,-29.011,-70.7005,2274.0,75.5053288791,4385.27285255
G,PEL,-33.143607,-70.67494,700.0,80.4861129159,4079.49578935
G,SPB,-23.592691,-47.426979,647.0,89.8628403739,6469.10690584
IU,TRQA,-38.0568,-61.9787,540.0,93.8016470035,4376.10096485
G,COYC,-45.57299,-72.08139,235.0,98.8434072557,3235.9771226
II,ASCN,-7.9327,-14.3601,173.0,103.58020216,10122.2717543
II,EFI,-51.6753,-58.0637,110.0,115.865129032,3950.66490078
G,TRIS,-37.0681,-12.3152,60.0,124.181040406,7797.89137416
II,HOPE,-54.2836,-36.4879,20.0,127.524824892,5157.24910716
IU,TSUM,-19.2022,17.5838,1260.0,135.522829401,11088.0076573
IU,PMSA,-64.7744,-64.0489,40.0,139.017101125,3399.33317463
II,SUR,-32.3797,20.8117,1770.0,144.207839126,9945.11645886
II,ABKT,37.9304,58.1189,678.0,155.970260684,18606.9920758
G,FOMA,-24.97565,46.978877,28.0,163.53211038,11560.5267072
G,CRZF,-46.43096,51.855308,140.0,171.132576325,9291.76491167
G,ROCAM,-19.75553,63.37014,52.0,178.666369272,12321.1529458
IU,SPA,-90.0,0.0,2927.0,180.0,4505.60877017
G,AIS,-37.796349,77.569183,35.9,190.128567113,10240.517581
G,CCD,-75.1065,123.305,3240.0,196.779380281,5524.32263602
IU,SBA,-77.8492,166.7572,50.0,198.95659197,4391.82343907
G,DRV,-66.664909,140.002075,40.0,209.72153468,5650.00841432
II,COCO,-12.1901,96.8349,1.0,214.029292573,12476.0587738
IU,NWAO,-32.9277,117.239,380.0,221.907183844,9499.62323814
MS,BTDF,1.3617,103.775002,57.0,227.42918311,13507.453081
AU,MCQ,-54.4986,158.9561,14.0,229.495466201,5534.58481652
II,TAU,-42.9099,147.3204,132.0,234.747019179,6999.60302166
G,CAN,-35.318714,148.996323,700.0,241.691605296,7489.21012323
IU,SNZO,-41.3087,174.7043,120.0,251.761014883,5350.82977809
HK,HKPS,22.277599,114.141502,196.3,252.944867968,14757.500168
G,DZM,-22.07164,166.44377,878.0,263.621488434,7337.98751144
IU,RAO,-29.245,-177.929,60.0,269.093772299,5658.83641143
II,MSVF,-17.7448,178.0528,801.1,275.760397639,6847.38027162
G,FUTU,-14.307673,-178.121063,97.0,281.471466,6857.149239
IU,AFI,-13.9085,-171.7827,706.0,287.192191318,6446.9675002
IU,RAR,-21.2125,-159.7733,28.0,292.496695935,5009.91614005
IU,KNTN,-2.7744,-171.7186,20.0,294.928445571,7415.69072435
II,NVS,54.8404,83.2346,150.0,302.144641434,18625.2265489
G,PPTF,-17.5896,-149.565247,705.0,306.849523254,4690.92221448
IU,PET,53.0233,158.6499,110.0,312.341501426,13938.9495318
IU,POHA,19.7573,-155.5326,1990.0,321.443288494,8647.00957489
IU,PTCN,-25.0713,-130.0953,220.0,329.383290801,3008.99839027
IU,BILL,68.0653,166.4531,320.0,330.905545339,14549.7426675
H2,H2O,27.88191,-141.99173,-4947.0,336.209437894,8980.3871484
IM,IL19,64.746101,-146.797394,549.0,345.473430358,12969.1657272
II,PFO,33.6107,-116.4555,1280.0,359.026967344,9217.54695468
