net,sta,lat,lon,dep,azi,dist
II,PALK,7.2728,80.7022,460.0,4.45310571657,4489.67494721
IC,WMQ,43.8138,87.7049,850.0,7.34035320934,8587.27164147
IC,LSA,29.7031,91.127,3660.0,12.9214717583,7102.46774892
IU,ULN,47.8651,107.0532,1610.0,19.2981391022,9441.05029913
IU,CHTO,18.8141,98.9443,420.0,24.5040215899,6179.54449164
IC,QIZ,19.0291,109.8445,240.0,35.3341242081,6708.94195888
MS,BTDF,1.3617,103.775002,57.0,40.6998433158,4697.3163523
II,COCO,-12.1901,96.8349,1.0,44.2329608332,3027.94223283
IU,COR,44.5855,-123.3046,110.0,48.6519740725,17803.1683652
IU,DAV,7.0697,125.5791,151.0,57.679149148,6731.67872624
II,KAPI,-5.0142,119.7517,300.0,63.6257313043,5346.22444938
BK,CMB,38.03455,-120.38651,697.0,66.4773989501,18294.4429969
IU,WAKE,19.2834,166.652,20.0,73.2747014044,11059.8304159
IU,MBWA,-21.159,119.7313,190.0,82.968407283,4331.74166572
IU,PMG,-9.4047,147.1597,90.0,86.7871933554,7527.43282631
II,WRAB,-19.9336,134.36,366.0,90.1968558888,5753.90263404
IU,NWAO,-32.9277,117.239,380.0,100.615181803,3660.8148014
G,PVC,-17.74,168.311996,80.0,105.325924238,8999.21041429
G,CAN,-35.318714,148.996323,700.0,113.742214129,6412.62587722
II,TAU,-42.9099,147.3204,132.0,122.00741144,6022.37732753
IU,SNZO,-41.3087,174.7043,120.0,128.901030368,8178.73584929
AU,MCQ,-54.4986,158.9561,14.0,137.728766538,6534.47230972
IU,SLBS,23.6858,-109.9443,825.0,143.48664134,18714.5570296
G,DRV,-66.664909,140.002075,40.0,152.229807477,5446.83080714
IU,CASY,-66.2792,110.5354,10.0,159.404967883,4265.97460113
G,CCD,-75.1065,123.305,3240.0,165.482158696,5251.48267468
II,RPN,-27.1267,-109.3344,110.0,172.744570023,13285.1953478
IU,QSPA,-89.9289,144.4382,2850.0,179.921786626,6323.89010433
IU,SPA,-90.0,0.0,2927.0,180.0,6327.03643851
G,UNM,19.329662,-99.178062,2280.0,191.432601272,18438.9979094
G,PAF,-49.351,70.210708,17.0,197.073050066,1900.68931685
G,COYC,-45.57299,-72.08139,235.0,200.692459761,10769.6419252
II,EFI,-51.6753,-58.0637,110.0,205.628015012,9665.79785443
II,HOPE,-54.2836,-36.4879,20.0,213.291913923,8459.40827944
IU,OTAV,0.2376,-78.4508,3510.0,218.715767962,15598.2239461
CU,BCIP,9.1665,-79.8373,61.0,225.316223669,16501.6441085
G,CRZF,-46.43096,51.855308,140.0,228.588452395,2643.89453868
G,TRIS,-37.0681,-12.3152,60.0,237.652566633,7890.89038922
CU,MTDJ,18.22605,-77.53454,925.0,241.529448556,17055.3855217
IU,RCBR,-5.8274,-35.9014,400.0,251.412544298,11821.6061356
II,SUR,-32.3797,20.8117,1770.0,254.507434024,5269.9284072
II,SHEL,-15.9594,-5.7455,537.0,259.774291748,8468.77725955
GT,LBTB,-25.0151,25.596649,1128.0,265.9734317,5109.715611
G,FOMA,-24.97565,46.978877,28.0,278.844188849,3122.88777266
IU,MSKU,-1.6557,13.6116,312.0,283.239598641,7525.43314775
II,ABPO,-19.018,47.229,1528.0,289.666702633,3419.47253774
G,RER,-21.1712,55.739861,834.0,295.89184212,2551.67631192
IU,KMBO,-1.1271,37.2525,1950.0,301.410197889,5523.40325573
IU,FURI,8.8952,38.6798,2570.0,311.19966114,6233.20798238
G,ROCAM,-19.75553,63.37014,52.0,312.524442235,2066.47131065
II,MSEY,-4.6737,55.4792,475.0,318.919037922,3916.37405425
II,RAYN,23.5225,45.5032,631.0,326.988364624,7151.68685546
IU,GNI,40.148,44.741,1609.0,334.786812534,8804.63480509
II,UOSS,24.9453,56.2042,284.4,337.609855136,6829.96903501
II,DGAR,-7.4121,72.4525,1.0,347.881429761,2908.11862518
IU,KBL,34.5408,69.0432,1920.0,352.19886353,7554.20153709
II,NIL,33.6506,73.2686,629.0,355.880711146,7415.02664293
