net,sta,lat,lon,dep,azi,dist
IU,KBS,78.9154,11.9385,90.0,4.98883306385,9027.20825236
G,EVO,38.532001,-8.013,0.0,7.92162566344,4449.27872383
IU,TOL,39.8814,-4.048499,480.0,12.0367439114,4671.99898642
G,ECH,48.216312,7.158961,580.0,18.0619770624,5862.5860443
IU,KIEV,50.7012,29.2242,180.0,29.3302316005,7083.1955258
IU,KOWA,14.4967,-4.014,321.0,33.2820459426,2085.50553131
G,TAM,22.791491,5.52838,1410.0,38.0895732376,3429.6441542
IU,GNI,40.148,44.741,1609.0,45.322754345,7538.29569193
II,ABKT,37.9304,58.1189,678.0,50.6731772318,8576.9466979
IU,KBL,34.5408,69.0432,1920.0,55.308601779,9496.48071067
II,RAYN,23.5225,45.5032,631.0,62.8959914358,7036.39637825
IU,CHTO,18.8141,98.9443,420.0,70.1081626136,12525.9849537
IU,AAE,9.0292,38.7656,2442.0,77.997844307,6013.96200863
G,EDA,3.778868,10.153427,140.0,78.5476362008,2797.55043191
II,MBAR,-0.6019,30.7382,1390.0,89.6627850588,5035.65180747
IU,MSKU,-1.6557,13.6116,312.0,91.2615600626,3128.78139413
II,DGAR,-7.4121,72.4525,1.0,97.337740898,9665.03398911
II,COCO,-12.1901,96.8349,1.0,103.49424226,12306.7006609
IU,LSZ,-15.2779,28.1882,1200.0,110.699828975,4940.06863032
G,FOMA,-24.97565,46.978877,28.0,117.295122509,7096.96367779
IU,TSUM,-19.2022,17.5838,1260.0,121.729395445,4025.12883387
G,AIS,-37.796349,77.569183,35.9,127.749890635,10113.4812524
II,SUR,-32.3797,20.8117,1770.0,136.694494254,5058.78759915
G,CRZF,-46.43096,51.855308,140.0,138.56807587,8120.10026181
II,SHEL,-15.9594,-5.7455,537.0,149.986412081,1894.24530414
IU,HNR,-9.4387,159.9475,100.0,153.633166808,18683.0170711
IU,CASY,-66.2792,110.5354,10.0,160.269215576,11369.6177363
G,CCD,-75.1065,123.305,3240.0,169.888579054,11097.6844874
G,TRIS,-37.0681,-12.3152,60.0,177.009638707,3977.7269547
IU,SPA,-90.0,0.0,2927.0,180.0,9869.27640352
IU,SNZO,-41.3087,174.7043,120.0,190.033789079,15206.2921457
II,HOPE,-54.2836,-36.4879,20.0,195.353979562,6218.89699556
IU,PMSA,-64.7744,-64.0489,40.0,199.927722144,8087.30141889
II,EFI,-51.6753,-58.0637,110.0,209.001965123,6911.11884745
II,MSVF,-17.7448,178.0528,801.1,212.069396876,17506.6422197
G,COYC,-45.57299,-72.08139,235.0,220.062154136,7449.24426975
IU,TRQA,-38.0568,-61.9787,540.0,223.955634314,6330.25036947
G,SPB,-23.592691,-47.426979,647.0,232.538572879,4330.50513014
IU,LCO,-29.011,-70.7005,2274.0,236.985340087,6697.72015514
IU,LVC,-22.6127,-68.9111,2960.0,243.6908305,6336.67165253
G,ICC,-20.284,-70.035004,950.0,246.659658246,6392.33140914
IU,RCBR,-5.8274,-35.9014,400.0,257.333437252,2431.68732177
IU,SAML,-8.9489,-63.1831,120.0,259.233601674,5460.32456694
IU,PAYG,-0.6742,-90.2861,270.0,269.604999632,8435.31956766
IU,PTGA,-0.7308,-59.9666,237.0,270.15138893,5060.81661283
G,CAY,4.948,-52.317001,25.0,279.484401002,4260.01383707
CU,GRGR,12.1324,-61.654,195.0,287.258724006,5416.34207744
CU,BBGH,13.1434,-59.5588,180.0,289.217698863,5220.6637046
CU,ANWB,17.66853,-61.78557,39.0,294.231788462,5585.83032292
IU,DWPF,28.1103,-81.4327,30.0,300.389901796,7828.96119665
IU,BBSR,32.371299,-64.696299,30.0,309.953864698,6449.79232286
G,WFM,42.611,-71.490997,87.0,317.846962728,7472.48453749
II,FFC,54.725,-101.9783,338.0,324.667456775,9953.38418545
II,SACV,14.9702,-23.6085,387.0,331.044303663,2050.53883727
IM,IL08,64.790298,-146.796906,505.0,340.65218259,11988.371421
II,CMLA,37.7637,-25.5243,429.0,346.395218236,4460.73061343
G,MBO,14.392024,-16.955467,3.0,351.165062095,1745.5231401
IU,MACI,28.2502,-16.508199,1674.0,356.384222764,3265.91391729
