net,sta,lat,lon,dep,azi,dist
IU,KBL,34.5408,69.0432,1920.0,1.80830358578,6066.04760357
II,NIL,33.6506,73.2686,629.0,6.20469931384,5998.38773417
G,HYB,17.41867,78.55213,510.0,17.2723277202,4344.94350979
II,DGAR,-7.4121,72.4525,1.0,22.2530019526,1526.27107646
II,PALK,7.2728,80.7022,460.0,27.1436335045,3380.91554761
IC,HIA,49.2704,119.7414,620.0,31.5159564819,9280.59557339
IU,CHTO,18.8141,98.9443,420.0,40.7205234846,5533.57437388
IC,SSE,31.0948,121.1908,40.0,46.5811456108,8090.33319022
IC,QIZ,19.0291,109.8445,240.0,49.6640511925,6360.30258745
MS,BTDF,1.3617,103.775002,57.0,63.3770947716,4644.43296435
IU,DAV,7.0697,125.5791,151.0,70.8425484968,7059.56425076
IU,GUMO,13.5893,144.8684,170.0,73.0115109982,9278.63254324
II,COCO,-12.1901,96.8349,1.0,78.8333766474,3279.47673717
II,KWAJ,8.8019,167.613,0.0,85.2918716692,11425.912217
IU,PMG,-9.4047,147.1597,90.0,95.5583071623,8612.21869669
IU,MBWA,-21.159,119.7313,190.0,100.872283646,5441.37058489
II,WRAB,-19.9336,134.36,366.0,102.592205348,6964.24990253
G,NOUC,-22.09863,166.30665,137.0,113.818313165,10064.2596823
IU,NWAO,-32.9277,117.239,380.0,116.619766923,5123.35539885
G,CAN,-35.318714,148.996323,700.0,121.819795366,8011.74812394
II,TAU,-42.9099,147.3204,132.0,129.4531715,7712.385459
IU,SNZO,-41.3087,174.7043,120.0,134.19835319,9914.63942799
AU,MCQ,-54.4986,158.9561,14.0,142.918713198,8306.66488963
G,AIS,-37.796349,77.569183,35.9,155.077158635,2185.75657842
IU,CASY,-66.2792,110.5354,10.0,159.926767912,5974.86533269
G,CCD,-75.1065,123.305,3240.0,165.98433703,6899.87635608
G,PAF,-49.351,70.210708,17.0,176.038497109,3239.87633021
IU,SPA,-90.0,0.0,2927.0,180.0,7762.5097609
G,CRZF,-46.43096,51.855308,140.0,202.246472373,3225.80522288
G,COYC,-45.57299,-72.08139,235.0,208.094458933,11643.56317
II,HOPE,-54.2836,-36.4879,20.0,215.048077894,9056.98318269
IU,TRQA,-38.0568,-61.9787,540.0,219.060527496,11662.3470196
IU,LVC,-22.6127,-68.9111,2960.0,227.127176293,13300.7390917
G,ICC,-20.284,-70.035004,950.0,228.326394434,13559.3739623
IU,TRIS,-37.0681,-12.3152,60.0,236.74439116,7782.22036154
II,SUR,-32.3797,20.8117,1770.0,243.884703261,4788.87508598
G,FOMA,-24.97565,46.978877,28.0,252.105377354,2147.53013752
G,RER,-21.1712,55.739861,834.0,263.088080352,1204.15165292
II,ASCN,-7.9327,-14.3601,173.0,265.290328946,8844.18024576
II,ABPO,-19.018,47.229,1528.0,270.264244907,2104.11171717
CU,GRTK,21.51149,-71.1327,12.0,279.400765018,15713.7691612
IU,MSKU,-1.6557,13.6116,312.0,282.343416752,6178.70257721
G,BNG,4.435,18.547001,378.0,291.683162497,5982.66862779
IU,KMBO,-1.1271,37.2525,1950.0,299.178586816,3889.71733873
G,TAM,22.791491,5.52838,1410.0,302.188910124,8221.32849463
G,EVO,38.532001,-8.013,0.0,310.654721678,10181.8468266
IU,FURI,8.8952,38.6798,2570.0,313.106982534,4492.98403353
II,MSEY,-4.6737,55.4792,475.0,321.902255472,2143.82212259
IU,GRFO,49.6909,11.2203,384.0,327.310654407,9508.23569995
II,RAYN,23.5225,45.5032,631.0,332.929291918,5386.74691883
IU,GNI,40.148,44.741,1609.0,340.876887967,7082.23024262
II,UOSS,24.9453,56.2042,284.4,346.037505217,5140.75815344
II,ABKT,37.9304,58.1189,678.0,351.527542157,6509.97835291
II,ARTI,56.3879,58.3849,320.0,354.944751595,8532.17787946
