net,sta,lat,lon,dep,azi,dist
II,MBAR,-0.6019,30.7382,1390.0,0.974460796801,5485.86449629
IU,NAI,-1.2739,36.8037,1692.0,9.03981920629,5449.49704424
G,AGD,11.529,42.824001,450.0,14.22847538,6940.72114606
II,ABKT,37.9304,58.1189,678.0,21.9132296668,10134.8852657
II,UOSS,24.9453,56.2042,284.4,24.2008795639,8705.875222
G,FOMA,-24.97565,46.978877,28.0,33.9737125526,3149.71882139
IC,WMQ,43.8138,87.7049,850.0,39.6333620558,11812.3089015
G,RER,-21.1712,55.739861,834.0,44.5710847204,3925.46477725
G,ROCAM,-19.75553,63.37014,52.0,53.4014009151,4471.79614424
II,DGAR,-7.4121,72.4525,1.0,54.5730870252,6150.37402863
IU,CHTO,18.8141,98.9443,420.0,62.2630068073,10178.655708
IC,QIZ,19.0291,109.8445,240.0,70.2626932721,10910.7389908
MS,BTDF,1.3617,103.775002,57.0,76.7034810567,8974.29629292
II,COCO,-12.1901,96.8349,1.0,80.0608988642,7328.7299255
G,CRZF,-46.43096,51.855308,140.0,84.2561781958,1666.45237134
II,KAPI,-5.0142,119.7517,300.0,93.1685761893,9566.59292235
IU,GUMO,13.5893,144.8684,170.0,100.652940619,12926.342563
G,PAF,-49.351,70.210708,17.0,104.027515297,2865.19460236
IU,NWAO,-32.9277,117.239,380.0,110.809425641,7100.13131954
IU,PMG,-9.4047,147.1597,90.0,117.281012196,11065.26201
IU,CTAO,-20.08765,146.24998,367.0,122.703982278,10042.6864585
IU,HNR,-9.4387,159.9475,100.0,128.132887426,11831.4404651
II,TAU,-42.9099,147.3204,132.0,136.894630096,8044.04593904
IU,CASY,-66.2792,110.5354,10.0,143.485640362,4669.55374358
II,MSVF,-17.7448,178.0528,801.1,148.361203205,11863.8150609
G,DRV,-66.664909,140.002075,40.0,151.740962635,5786.3236814
G,CCD,-75.1065,123.305,3240.0,157.856228315,4791.55568089
GT,VNDA,-77.517273,161.852753,121.1,167.664489955,5462.44683061
IU,SBA,-77.8492,166.7572,50.0,169.030913785,5503.85876815
IU,QSPA,-89.9289,144.4382,2850.0,179.899010292,4453.28604107
IU,SPA,-90.0,0.0,2927.0,180.0,4449.99568488
G,TAOE,-8.85492,-140.14775,800.0,191.264388127,13403.5234403
IU,PTCN,-25.0713,-130.0953,220.0,198.394542379,11450.07853
IU,PMSA,-64.7744,-64.0489,40.0,215.188163433,5306.76603488
II,EFI,-51.6753,-58.0637,110.0,231.829914373,5803.24533441
II,HOPE,-54.2836,-36.4879,20.0,237.42671942,4399.76663107
IU,TRQA,-38.0568,-61.9787,540.0,242.081050821,7012.73161583
IU,LVC,-22.6127,-68.9111,2960.0,248.571991189,8718.32600272
IU,OTAV,0.2376,-78.4508,3510.0,255.64240906,11335.5117576
G,SPB,-23.592691,-47.426979,647.0,263.296010463,7151.46584536
IU,PTGA,-0.7308,-59.9666,237.0,269.409712825,9944.60251482
CU,SDDR,18.9821,-71.2878,589.0,273.925594908,12403.5803164
IU,TRIS,-37.0681,-12.3152,60.0,276.933088345,3651.21083382
IU,RCBR,-5.8274,-35.9014,400.0,285.045084199,7806.93598975
IU,BBSR,32.371299,-64.696299,30.0,288.851102741,13003.324052
II,FFC,54.725,-101.9783,338.0,297.806110816,16772.71663
II,ASCN,-7.9327,-14.3601,173.0,303.153385268,6214.51760583
II,SHEL,-15.9594,-5.7455,537.0,306.809593532,4961.31823467
G,SOK,14.494418,-16.456223,70.9,313.624414155,8471.42943325
IU,MACI,28.2502,-16.508199,1674.0,320.128085805,9816.65210383
IU,KOWA,14.4967,-4.014,321.0,324.975535917,7891.21776692
II,SUR,-32.3797,20.8117,1770.0,335.439205098,2109.51550008
IU,TSUM,-19.2022,17.5838,1260.0,337.686999881,3600.94686024
G,BNG,4.435,18.547001,378.0,346.03503504,6142.12981088
GT,LBTB,-25.0151,25.596649,1128.0,350.604358321,2810.08276492
IU,LSZ,-15.2779,28.1882,1200.0,356.929692886,3865.70400318
