net,sta,lat,lon,dep,azi,dist
IU,TIXI,71.6341,128.8667,40.0,2.11003061204,10641.5260543
II,BORG,64.7474,-21.3268,110.0,11.9366961102,6053.08023829
II,NRIL,69.5049,88.4414,92.0,14.892322707,10193.0131438
IU,KEV,69.7565,27.0035,100.0,20.2710266346,7983.17870674
II,ESK,55.3167,-3.205,242.0,28.0095341242,5924.9600029
II,CMLA,37.7637,-25.5243,429.0,30.7380227066,3359.73124873
G,CLF,48.025791,2.26,145.0,38.0448594163,5826.22507462
G,EVO,38.532001,-8.013,0.0,44.8146861325,4600.34190411
IU,TBT,28.6794,-17.9145,180.0,53.0530051493,3274.07309533
IU,MACI,28.2502,-16.508199,1674.0,54.9196580186,3376.6781534
II,UOSS,24.9453,56.2042,284.4,63.2982728279,10477.5207657
G,TAM,22.791491,5.52838,1410.0,70.6939208112,5395.33429551
II,PALK,7.2728,80.7022,460.0,72.8588983349,13580.3908372
II,SACV,14.9702,-23.6085,387.0,81.0320608155,2268.90025592
G,EDA,3.778868,10.153427,140.0,94.3034035076,6086.04579746
IU,MSKU,-1.6557,13.6116,312.0,99.5324909611,6607.24343111
G,ROCAM,-19.75553,63.37014,52.0,106.491151917,12329.3323266
IU,LSZ,-15.2779,28.1882,1200.0,109.040322507,8577.61369749
IU,TSUM,-19.2022,17.5838,1260.0,116.451396444,7660.31030231
II,ASCN,-7.9327,-14.3601,173.0,122.78435598,4033.10967293
II,SUR,-32.3797,20.8117,1770.0,127.863393596,8539.03146829
G,CRZF,-46.43096,51.855308,140.0,135.118662918,11499.6149628
G,PAF,-49.351,70.210708,17.0,138.937586978,12848.5941847
G,TRIS,-37.0681,-12.3152,60.0,149.868070224,6449.76033064
IU,RCBR,-5.8274,-35.9014,400.0,154.620999894,2251.21836753
IU,CASY,-66.2792,110.5354,10.0,168.194957999,13761.0711904
II,HOPE,-54.2836,-36.4879,20.0,174.932505769,7453.61963792
G,SPB,-23.592691,-47.426979,647.0,184.612253364,4020.88784076
II,EFI,-51.6753,-58.0637,110.0,189.280408421,7245.1884496
IU,TRQA,-38.0568,-61.9787,540.0,197.292379745,5901.62947531
G,COYC,-45.57299,-72.08139,235.0,201.406454744,7018.55599718
G,PEL,-33.143607,-70.67494,700.0,208.066951862,5781.03885623
IU,LVC,-22.6127,-68.9111,2960.0,214.517986628,4724.02491381
IU,SAML,-8.9489,-63.1831,120.0,221.832759542,3159.96612631
G,CAY,4.948,-52.317001,25.0,226.112391579,1211.86794361
G,KOG,5.207,-52.731998,10.0,228.598399204,1225.17772868
II,RPN,-27.1267,-109.3344,110.0,236.941899954,8267.84106349
IU,PTCN,-25.0713,-130.0953,220.0,244.740916731,10171.1089515
G,DZM,-22.07164,166.44377,878.0,247.845478628,16592.5010516
IU,BOCO,4.5869,-74.0432,3160.0,257.311700411,3371.7869881
G,TAOE,-8.85492,-140.14775,800.0,262.624610503,10841.7842225
IU,SDV,8.8839,-70.634,1620.0,264.374348326,2890.77380578
CU,BBGH,13.1434,-59.5588,180.0,273.633442932,1638.87663373
G,FDF,14.734971,-61.146311,467.0,279.258452846,1818.93964772
IU,SJG,18.1091,-66.15,420.0,287.311111302,2403.53432676
CU,ANWB,17.66853,-61.78557,39.0,288.80203365,1941.75953529
IU,DWPF,28.1103,-81.4327,30.0,299.821195253,4199.34668175
IU,ANMO,34.94591,-106.4572,1820.0,303.163747436,6670.9402315
IU,WVT,36.1297,-87.83,170.0,308.725386468,5051.15440915
IU,WCI,38.2289,-86.2939,210.0,312.103403815,5008.83934326
IU,BBSR,32.371299,-64.696299,30.0,319.915943381,3006.12948109
IU,HRV,42.5064,-71.5583,200.0,326.793027094,4217.35983386
IM,IL08,64.790298,-146.796906,505.0,335.197561523,9317.58761017
IM,ATTU,52.882099,173.164307,250.0,337.344609029,11909.1060935
IU,PET,53.0233,158.6499,110.0,345.317262189,12402.9939697
IU,BILL,68.0653,166.4531,320.0,348.851310911,10719.0939557
G,IVI,61.205808,-48.171178,15.0,357.610766328,5399.07588612
